year,stateabbrev,WRLURI,planner,luPcCum,roll2005t
2008,"NC",-.2082547,12,1.140864,
2009,"NC",-.2082547,12,1.245288,
2010,"NC",-.2082547,12,1.380217,
1880,"ND",-.8339332,6,,
1900,"ND",-.8339332,6,,
1920,"ND",-.8339332,6,,
1929,"ND",-.8339332,6,,
1930,"ND",-.8339332,6,,
1931,"ND",-.8339332,6,,
1932,"ND",-.8339332,6,,
1933,"ND",-.8339332,6,,
1934,"ND",-.8339332,6,,
1935,"ND",-.8339332,6,,
1936,"ND",-.8339332,6,,
1937,"ND",-.8339332,6,,
1938,"ND",-.8339332,6,,
1939,"ND",-.8339332,6,,
1940,"ND",-.8339332,6,0,
1941,"ND",-.8339332,6,0,
1942,"ND",-.8339332,6,0,
1943,"ND",-.8339332,6,0,
1944,"ND",-.8339332,6,0,
1945,"ND",-.8339332,6,0,
1946,"ND",-.8339332,6,0,
1947,"ND",-.8339332,6,0,
1948,"ND",-.8339332,6,0,
1949,"ND",-.8339332,6,0,
1950,"ND",-.8339332,6,0,
1951,"ND",-.8339332,6,0,
1952,"ND",-.8339332,6,0,
1953,"ND",-.8339332,6,0,
1954,"ND",-.8339332,6,0,
1955,"ND",-.8339332,6,.1626016,
1956,"ND",-.8339332,6,.1626016,
1957,"ND",-.8339332,6,.1626016,
1958,"ND",-.8339332,6,.1626016,
1959,"ND",-.8339332,6,.1626016,
1960,"ND",-.8339332,6,.1626016,
1961,"ND",-.8339332,6,.1626016,
1962,"ND",-.8339332,6,.1626016,
1963,"ND",-.8339332,6,.3178811,
1964,"ND",-.8339332,6,.3178811,
1965,"ND",-.8339332,6,.1552795,
1966,"ND",-.8339332,6,.1552795,
1967,"ND",-.8339332,6,.1552795,
1968,"ND",-.8339332,6,.3163101,
1969,"ND",-.8339332,6,.3163101,
1970,"ND",-.8339332,6,.3163101,
1971,"ND",-.8339332,6,.3163101,
1972,"ND",-.8339332,6,.3163101,
1973,"ND",-.8339332,6,.1610306,
1974,"ND",-.8339332,6,.1610306,
1975,"ND",-.8339332,6,.3176553,
1976,"ND",-.8339332,6,.3176553,
1977,"ND",-.8339332,6,.6257419,
1978,"ND",-.8339332,6,.4647113,
1979,"ND",-.8339332,6,1.231404,
1980,"ND",-.8339332,6,1.537037,
1981,"ND",-.8339332,6,1.991924,
1982,"ND",-.8339332,6,2.29089,
1983,"ND",-.8339332,6,2.734226,
1984,"ND",-.8339332,6,3.028128,
1985,"ND",-.8339332,6,3.019219,
1986,"ND",-.8339332,6,3.168581,
1987,"ND",-.8339332,6,3.011748,
1988,"ND",-.8339332,6,3.164343,
1989,"ND",-.8339332,6,2.552366,
1990,"ND",-.8339332,6,2.560367,
1991,"ND",-.8339332,6,2.420067,
1992,"ND",-.8339332,6,2.277786,
1993,"ND",-.8339332,6,1.83445,
1994,"ND",-.8339332,6,1.540548,
1995,"ND",-.8339332,6,1.547194,
1996,"ND",-.8339332,6,1.551587,
1997,"ND",-.8339332,6,1.70816,
1998,"ND",-.8339332,6,1.555565,
1999,"ND",-.8339332,6,1.400851,
2000,"ND",-.8339332,6,1.242974,
2001,"ND",-.8339332,6,1.084866,
2002,"ND",-.8339332,6,.9281806,
2003,"ND",-.8339332,6,.9281806,
2004,"ND",-.8339332,6,1.08329,
2005,"ND",-.8339332,6,1.238484,18
2006,"ND",-.8339332,6,1.084728,
2007,"ND",-.8339332,6,.9300827,
2008,"ND",-.8339332,6,1.082158,
2009,"ND",-.8339332,6,1.382924,
2010,"ND",-.8339332,6,1.375425,
1880,"NE",-.212238,6,,
1900,"NE",-.212238,6,,
1920,"NE",-.212238,6,,
1929,"NE",-.212238,6,,
1930,"NE",-.212238,6,,
1931,"NE",-.212238,6,,
1932,"NE",-.212238,6,,
1933,"NE",-.212238,6,,
1934,"NE",-.212238,6,,
1935,"NE",-.212238,6,,
1936,"NE",-.212238,6,,
1937,"NE",-.212238,6,,
1938,"NE",-.212238,6,,
1939,"NE",-.212238,6,,
1940,"NE",-.212238,6,0,
1941,"NE",-.212238,6,0,
1942,"NE",-.212238,6,0,
1943,"NE",-.212238,6,0,
1944,"NE",-.212238,6,.1647446,
1945,"NE",-.212238,6,.2750283,
1946,"NE",-.212238,6,.2357385,
1947,"NE",-.212238,6,.2062712,
1948,"NE",-.212238,6,.1833522,
1949,"NE",-.212238,6,.165017,
1950,"NE",-.212238,6,.165017,
1951,"NE",-.212238,6,.165017,
1952,"NE",-.212238,6,.2412946,
1953,"NE",-.212238,6,.2412946,
1954,"NE",-.212238,6,.1589223,
1955,"NE",-.212238,6,.0762777,
1956,"NE",-.212238,6,.0762777,
1957,"NE",-.212238,6,.0762777,
1958,"NE",-.212238,6,.0762777,
1959,"NE",-.212238,6,.0762777,
1960,"NE",-.212238,6,.0762777,
1961,"NE",-.212238,6,.1454339,
1962,"NE",-.212238,6,.0691563,
1963,"NE",-.212238,6,.136907,
1964,"NE",-.212238,6,.2043833,
1965,"NE",-.212238,6,.2723643,
1966,"NE",-.212238,6,.3410456,
1967,"NE",-.212238,6,.4096798,
1968,"NE",-.212238,6,.4778461,
1969,"NE",-.212238,6,.4778461,
1970,"NE",-.212238,6,.4778461,
1971,"NE",-.212238,6,.47517,
1972,"NE",-.212238,6,.5410334,
1973,"NE",-.212238,6,.5387056,
1974,"NE",-.212238,6,.5362569,
1975,"NE",-.212238,6,.5331503,
1976,"NE",-.212238,6,.464469,
1977,"NE",-.212238,6,.4601656,
1978,"NE",-.212238,6,.3919993,
1979,"NE",-.212238,6,.5198474,
1980,"NE",-.212238,6,.5834486,
1981,"NE",-.212238,6,.6436696,
1982,"NE",-.212238,6,.6410263,
1983,"NE",-.212238,6,.5756034,
1984,"NE",-.212238,6,.5735229,
1985,"NE",-.212238,6,.7610684,
1986,"NE",-.212238,6,.7610684,
1987,"NE",-.212238,6,.7605724,
1988,"NE",-.212238,6,.7605724,
1989,"NE",-.212238,6,.7597198,
1990,"NE",-.212238,6,.7593433,
1991,"NE",-.212238,6,.632642,
1992,"NE",-.212238,6,.5694219,
1993,"NE",-.212238,6,.6924542,
1994,"NE",-.212238,6,.8735524,
1995,"NE",-.212238,6,.7418331,
1996,"NE",-.212238,6,.8613259,
1997,"NE",-.212238,6,1.03468,
1998,"NE",-.212238,6,1.388492,
1999,"NE",-.212238,6,1.496133,
2000,"NE",-.212238,6,1.607956,
2001,"NE",-.212238,6,1.607956,
2002,"NE",-.212238,6,1.723677,
2003,"NE",-.212238,6,1.715677,
2004,"NE",-.212238,6,1.528796,
2005,"NE",-.212238,6,1.464865,21
2006,"NE",-.212238,6,1.345372,
2007,"NE",-.212238,6,1.164254,
2008,"NE",-.212238,6,1.144448,
2009,"NE",-.212238,6,1.295979,
2010,"NE",-.212238,6,1.230196,
1880,"NH",1.702507,8,,
1900,"NH",1.702507,8,,
1920,"NH",1.702507,8,,
1929,"NH",1.702507,8,,
1930,"NH",1.702507,8,,
1931,"NH",1.702507,8,,
1932,"NH",1.702507,8,,
1933,"NH",1.702507,8,,
1934,"NH",1.702507,8,,
1935,"NH",1.702507,8,,
1936,"NH",1.702507,8,,
1937,"NH",1.702507,8,,
1938,"NH",1.702507,8,,
1939,"NH",1.702507,8,,
1940,"NH",1.702507,8,0,
1941,"NH",1.702507,8,0,
1942,"NH",1.702507,8,0,
1943,"NH",1.702507,8,0,
1944,"NH",1.702507,8,0,
1945,"NH",1.702507,8,0,
1946,"NH",1.702507,8,0,
1947,"NH",1.702507,8,0,
1948,"NH",1.702507,8,.4273504,
1949,"NH",1.702507,8,.3846154,
1950,"NH",1.702507,8,.3846154,
1951,"NH",1.702507,8,.3846154,
1952,"NH",1.702507,8,.3846154,
1953,"NH",1.702507,8,.3846154,
1954,"NH",1.702507,8,.5651208,
1955,"NH",1.702507,8,.5651208,
1956,"NH",1.702507,8,.5651208,
1957,"NH",1.702507,8,.5651208,
1958,"NH",1.702507,8,.5247395,
1959,"NH",1.702507,8,.6925248,
1960,"NH",1.702507,8,.6925248,
1961,"NH",1.702507,8,1.016149,
1962,"NH",1.702507,8,1.016149,
1963,"NH",1.702507,8,1.170233,
1964,"NH",1.702507,8,1.140557,
1965,"NH",1.702507,8,1.288486,
1966,"NH",1.702507,8,1.288486,
1967,"NH",1.702507,8,1.862374,
1968,"NH",1.702507,8,1.51814,
1969,"NH",1.702507,8,1.350355,
1970,"NH",1.702507,8,1.485138,
1971,"NH",1.702507,8,1.292717,
1972,"NH",1.702507,8,1.932349,
1973,"NH",1.702507,8,1.902982,
1974,"NH",1.702507,8,2.608869,
1975,"NH",1.702507,8,2.942853,
1976,"NH",1.702507,8,3.297034,
1977,"NH",1.702507,8,2.95254,
1978,"NH",1.702507,8,3.288121,
1979,"NH",1.702507,8,3.726768,
1980,"NH",1.702507,8,4.349357,
1981,"NH",1.702507,8,5.28582,
1982,"NH",1.702507,8,5.595835,
1983,"NH",1.702507,8,5.471119,
1984,"NH",1.702507,8,5.126245,
1985,"NH",1.702507,8,5.346612,
1986,"NH",1.702507,8,5.382655,
1987,"NH",1.702507,8,5.912066,
1988,"NH",1.702507,8,6.223091,
1989,"NH",1.702507,8,6.418201,
1990,"NH",1.702507,8,5.930521,
1991,"NH",1.702507,8,5.313333,
1992,"NH",1.702507,8,4.721536,
1993,"NH",1.702507,8,5.252765,
1994,"NH",1.702507,8,5.091013,
1995,"NH",1.702507,8,5.16623,
1996,"NH",1.702507,8,5.116513,
1997,"NH",1.702507,8,4.609931,
1998,"NH",1.702507,8,4.212093,
1999,"NH",1.702507,8,3.987496,
2000,"NH",1.702507,8,4.363028,
2001,"NH",1.702507,8,4.788682,
2002,"NH",1.702507,8,5.140001,
2003,"NH",1.702507,8,5.390121,
2004,"NH",1.702507,8,5.737638,
2005,"NH",1.702507,8,5.268191,41
2006,"NH",1.702507,8,5.539124,
2007,"NH",1.702507,8,6.886851,
2008,"NH",1.702507,8,7.929969,
2009,"NH",1.702507,8,7.976699,
2010,"NH",1.702507,8,7.787141,
1880,"NJ",.8012491,15,,
1900,"NJ",.8012491,15,,
1920,"NJ",.8012491,15,,
1929,"NJ",.8012491,15,,
1930,"NJ",.8012491,15,,
1931,"NJ",.8012491,15,,
1932,"NJ",.8012491,15,,
1933,"NJ",.8012491,15,,
1934,"NJ",.8012491,15,,
1935,"NJ",.8012491,15,,
1936,"NJ",.8012491,15,,
1937,"NJ",.8012491,15,,
1938,"NJ",.8012491,15,,
1939,"NJ",.8012491,15,,
1940,"NJ",.8012491,15,.239521,
1941,"NJ",.8012491,15,.2372693,
1942,"NJ",.8012491,15,.2354473,
1943,"NJ",.8012491,15,.1765855,
1944,"NJ",.8012491,15,.1892185,
1945,"NJ",.8012491,15,.3194159,
1946,"NJ",.8012491,15,.3689174,
1947,"NJ",.8012491,15,.4038313,
1948,"NJ",.8012491,15,.4986065,
1949,"NJ",.8012491,15,.5101081,
1950,"NJ",.8012491,15,.5066814,
1951,"NJ",.8012491,15,.5830598,
1952,"NJ",.8012491,15,.6379282,
1953,"NJ",.8012491,15,.6761765,
1954,"NJ",.8012491,15,.6708581,
1955,"NJ",.8012491,15,.6828691,
1956,"NJ",.8012491,15,.7409425,
1957,"NJ",.8012491,15,.7807039,
1958,"NJ",.8012491,15,.8248025,
1959,"NJ",.8012491,15,.8631908,
1960,"NJ",.8012491,15,1.022905,
1961,"NJ",.8012491,15,1.16245,
1962,"NJ",.8012491,15,1.303974,
1963,"NJ",.8012491,15,1.418842,
1964,"NJ",.8012491,15,1.565351,
1965,"NJ",.8012491,15,1.530187,
1966,"NJ",.8012491,15,1.522292,
1967,"NJ",.8012491,15,1.518748,
1968,"NJ",.8012491,15,1.477448,
1969,"NJ",.8012491,15,1.434075,
1970,"NJ",.8012491,15,1.365097,
1971,"NJ",.8012491,15,1.290463,
1972,"NJ",.8012491,15,1.248085,
1973,"NJ",.8012491,15,1.285829,
1974,"NJ",.8012491,15,1.29789,
1975,"NJ",.8012491,15,1.346594,
1976,"NJ",.8012491,15,1.461302,
1977,"NJ",.8012491,15,1.591807,
1978,"NJ",.8012491,15,1.871134,
1979,"NJ",.8012491,15,2.086015,
1980,"NJ",.8012491,15,2.38146,
1981,"NJ",.8012491,15,2.486666,
1982,"NJ",.8012491,15,2.618987,
1983,"NJ",.8012491,15,2.749507,
1984,"NJ",.8012491,15,2.904927,
1985,"NJ",.8012491,15,3.205306,
1986,"NJ",.8012491,15,3.288698,
1987,"NJ",.8012491,15,3.513434,
1988,"NJ",.8012491,15,3.50758,
1989,"NJ",.8012491,15,3.754049,
1990,"NJ",.8012491,15,3.798201,
1991,"NJ",.8012491,15,4.11684,
1992,"NJ",.8012491,15,4.188011,
1993,"NJ",.8012491,15,4.256619,
1994,"NJ",.8012491,15,4.360692,
1995,"NJ",.8012491,15,4.160404,
1996,"NJ",.8012491,15,4.140026,
1997,"NJ",.8012491,15,4.024428,
1998,"NJ",.8012491,15,3.996536,
1999,"NJ",.8012491,15,3.873565,
2000,"NJ",.8012491,15,3.719245,
2001,"NJ",.8012491,15,3.377881,
2002,"NJ",.8012491,15,3.347963,
2003,"NJ",.8012491,15,3.236997,
2004,"NJ",.8012491,15,3.217207,
2005,"NJ",.8012491,15,3.722682,39
2006,"NJ",.8012491,15,4.813601,
2007,"NJ",.8012491,15,5.533086,
2008,"NJ",.8012491,15,6.421782,
2009,"NJ",.8012491,15,7.351893,
2010,"NJ",.8012491,15,8.089254,
1880,"NM",.3186186,6,,
1900,"NM",.3186186,6,,
1920,"NM",.3186186,6,,
1929,"NM",.3186186,6,,
1930,"NM",.3186186,6,,
1931,"NM",.3186186,6,,
1932,"NM",.3186186,6,,
1933,"NM",.3186186,6,,
1934,"NM",.3186186,6,,
1935,"NM",.3186186,6,,
1936,"NM",.3186186,6,,
1937,"NM",.3186186,6,,
1938,"NM",.3186186,6,,
1939,"NM",.3186186,6,,
1940,"NM",.3186186,6,0,
1941,"NM",.3186186,6,0,
1942,"NM",.3186186,6,0,
1943,"NM",.3186186,6,0,
1944,"NM",.3186186,6,0,
1945,"NM",.3186186,6,.6289308,
1946,"NM",.3186186,6,.5390835,
1947,"NM",.3186186,6,.4716981,
1948,"NM",.3186186,6,.4192872,
1949,"NM",.3186186,6,.3773585,
1950,"NM",.3186186,6,.3773585,
1951,"NM",.3186186,6,.3773585,
1952,"NM",.3186186,6,.3773585,
1953,"NM",.3186186,6,.3773585,
1954,"NM",.3186186,6,.3773585,
1955,"NM",.3186186,6,0,
1956,"NM",.3186186,6,0,
1957,"NM",.3186186,6,0,
1958,"NM",.3186186,6,0,
1959,"NM",.3186186,6,.1088139,
1960,"NM",.3186186,6,.1088139,
1961,"NM",.3186186,6,.1088139,
1962,"NM",.3186186,6,.1088139,
1963,"NM",.3186186,6,.2099262,
1964,"NM",.3186186,6,.2099262,
1965,"NM",.3186186,6,.2099262,
1966,"NM",.3186186,6,.2099262,
1967,"NM",.3186186,6,.2099262,
1968,"NM",.3186186,6,.2099262,
1969,"NM",.3186186,6,.2000242,
1970,"NM",.3186186,6,.2000242,
1971,"NM",.3186186,6,.2000242,
1972,"NM",.3186186,6,.2000242,
1973,"NM",.3186186,6,.098912,
1974,"NM",.3186186,6,.098912,
1975,"NM",.3186186,6,.098912,
1976,"NM",.3186186,6,.1825826,
1977,"NM",.3186186,6,.264199,
1978,"NM",.3186186,6,.3440809,
1979,"NM",.3186186,6,.4013531,
1980,"NM",.3186186,6,.7068366,
1981,"NM",.3186186,6,.7068366,
1982,"NM",.3186186,6,.8534832,
1983,"NM",.3186186,6,1.068635,
1984,"NM",.3186186,6,1.280392,
1985,"NM",.3186186,6,1.349916,
1986,"NM",.3186186,6,1.266245,
1987,"NM",.3186186,6,1.252264,
1988,"NM",.3186186,6,1.239481,
1989,"NM",.3186186,6,1.349272,
1990,"NM",.3186186,6,1.10951,
1991,"NM",.3186186,6,1.752471,
1992,"NM",.3186186,6,1.856538,
1993,"NM",.3186186,6,1.82471,
1994,"NM",.3186186,6,1.850708,
1995,"NM",.3186186,6,2.129942,
1996,"NM",.3186186,6,2.244076,
1997,"NM",.3186186,6,2.289127,
1998,"NM",.3186186,6,2.668087,
1999,"NM",.3186186,6,2.678649,
2000,"NM",.3186186,6,2.667836,
2001,"NM",.3186186,6,2.188658,
2002,"NM",.3186186,6,2.045743,
2003,"NM",.3186186,6,2.07546,
2004,"NM",.3186186,6,2.152863,
2005,"NM",.3186186,6,2.11462,31
2006,"NM",.3186186,6,2.25531,
2007,"NM",.3186186,6,2.192873,
2008,"NM",.3186186,6,1.896019,
2009,"NM",.3186186,6,1.864965,
2010,"NM",.3186186,6,2.100482,
1880,"NV",-.5405596,10,,
1900,"NV",-.5405596,10,,
1920,"NV",-.5405596,10,,
1929,"NV",-.5405596,10,,
1930,"NV",-.5405596,10,,
1931,"NV",-.5405596,10,,
1932,"NV",-.5405596,10,,
1933,"NV",-.5405596,10,,
1934,"NV",-.5405596,10,,
1935,"NV",-.5405596,10,,
1936,"NV",-.5405596,10,,
1937,"NV",-.5405596,10,,
1938,"NV",-.5405596,10,,
1939,"NV",-.5405596,10,,
1940,"NV",-.5405596,10,0,
1941,"NV",-.5405596,10,0,
1942,"NV",-.5405596,10,0,
1943,"NV",-.5405596,10,0,
1944,"NV",-.5405596,10,0,
1945,"NV",-.5405596,10,0,
1946,"NV",-.5405596,10,0,
1947,"NV",-.5405596,10,.8389262,
1948,"NV",-.5405596,10,.7457122,
1949,"NV",-.5405596,10,1.308084,
1950,"NV",-.5405596,10,1.925368,
1951,"NV",-.5405596,10,1.925368,
1952,"NV",-.5405596,10,1.925368,
1953,"NV",-.5405596,10,2.438188,
1954,"NV",-.5405596,10,2.438188,
1955,"NV",-.5405596,10,2.438188,
1956,"NV",-.5405596,10,2.438188,
1957,"NV",-.5405596,10,1.767047,
1958,"NV",-.5405596,10,1.767047,
1959,"NV",-.5405596,10,1.130104,
1960,"NV",-.5405596,10,.5128205,
1961,"NV",-.5405596,10,.8302809,
1962,"NV",-.5405596,10,.8302809,
1963,"NV",-.5405596,10,.5693495,
1964,"NV",-.5405596,10,.5693495,
1965,"NV",-.5405596,10,.5693495,
1966,"NV",-.5405596,10,.5693495,
1967,"NV",-.5405596,10,.5693495,
1968,"NV",-.5405596,10,1.215901,
1969,"NV",-.5405596,10,1.424235,
1970,"NV",-.5405596,10,1.424235,
1971,"NV",-.5405596,10,1.106774,
1972,"NV",-.5405596,10,1.106774,
1973,"NV",-.5405596,10,1.03066,
1974,"NV",-.5405596,10,1.03066,
1975,"NV",-.5405596,10,1.19199,
1976,"NV",-.5405596,10,1.346592,
1977,"NV",-.5405596,10,1.641519,
1978,"NV",-.5405596,10,.9949669,
1979,"NV",-.5405596,10,.9173319,
1980,"NV",-.5405596,10,1.287604,
1981,"NV",-.5405596,10,1.287604,
1982,"NV",-.5405596,10,1.287604,
1983,"NV",-.5405596,10,1.333564,
1984,"NV",-.5405596,10,1.441682,
1985,"NV",-.5405596,10,1.3855,
1986,"NV",-.5405596,10,1.332875,
1987,"NV",-.5405596,10,1.037948,
1988,"NV",-.5405596,10,1.037948,
1989,"NV",-.5405596,10,.9951714,
1990,"NV",-.5405596,10,.6248993,
1991,"NV",-.5405596,10,.7020496,
1992,"NV",-.5405596,10,.7020496,
1993,"NV",-.5405596,10,.5511757,
1994,"NV",-.5405596,10,.576454,
1995,"NV",-.5405596,10,.660989,
1996,"NV",-.5405596,10,.7990621,
1997,"NV",-.5405596,10,.8557481,
1998,"NV",-.5405596,10,.8557481,
1999,"NV",-.5405596,10,.819514,
2000,"NV",-.5405596,10,.8690498,
2001,"NV",-.5405596,10,.8872104,
2002,"NV",-.5405596,10,1.071221,
2003,"NV",-.5405596,10,1.044827,
2004,"NV",-.5405596,10,.9966747,
2005,"NV",-.5405596,10,.8892226,10
2006,"NV",-.5405596,10,.8870171,
2007,"NV",-.5405596,10,.830331,
2008,"NV",-.5405596,10,.9056994,
2009,"NV",-.5405596,10,.9657581,
2010,"NV",-.5405596,10,1.027143,
1880,"NY",.311118,11,,
1900,"NY",.311118,11,,
1920,"NY",.311118,11,,
1929,"NY",.311118,11,,
1930,"NY",.311118,11,,
1931,"NY",.311118,11,,
1932,"NY",.311118,11,,
1933,"NY",.311118,11,,
1934,"NY",.311118,11,,
1935,"NY",.311118,11,,
1936,"NY",.311118,11,,
1937,"NY",.311118,11,,
1938,"NY",.311118,11,,
1939,"NY",.311118,11,,
1940,"NY",.311118,11,.2972652,
1941,"NY",.311118,11,.2993485,
1942,"NY",.311118,11,.2508083,
1943,"NY",.311118,11,.2075297,
1944,"NY",.311118,11,.1975621,
1945,"NY",.311118,11,.2045329,
1946,"NY",.311118,11,.2072159,
1947,"NY",.311118,11,.208113,
1948,"NY",.311118,11,.2079826,
1949,"NY",.311118,11,.1938994,
1950,"NY",.311118,11,.2045361,
1951,"NY",.311118,11,.1945407,
1952,"NY",.311118,11,.2186624,
1953,"NY",.311118,11,.2495354,
1954,"NY",.311118,11,.2970013,
1955,"NY",.311118,11,.3356957,
1956,"NY",.311118,11,.3692233,
1957,"NY",.311118,11,.3783202,
1958,"NY",.311118,11,.4238873,
1959,"NY",.311118,11,.5310471,
1960,"NY",.311118,11,.5500733,
1961,"NY",.311118,11,.6002614,
1962,"NY",.311118,11,.6359071,
1963,"NY",.311118,11,.631627,
1964,"NY",.311118,11,.5797626,
1965,"NY",.311118,11,.545324,
1966,"NY",.311118,11,.5174872,
1967,"NY",.311118,11,.5315565,
1968,"NY",.311118,11,.5151542,
1969,"NY",.311118,11,.4565128,
1970,"NY",.311118,11,.4299611,
1971,"NY",.311118,11,.3922964,
1972,"NY",.311118,11,.3716469,
1973,"NY",.311118,11,.430718,
1974,"NY",.311118,11,.4968119,
1975,"NY",.311118,11,.5906211,
1976,"NY",.311118,11,.6571764,
1977,"NY",.311118,11,.7638187,
1978,"NY",.311118,11,.8324674,
1979,"NY",.311118,11,.9246794,
1980,"NY",.311118,11,1.017078,
1981,"NY",.311118,11,1.172251,
1982,"NY",.311118,11,1.259889,
1983,"NY",.311118,11,1.330419,
1984,"NY",.311118,11,1.416374,
1985,"NY",.311118,11,1.507954,
1986,"NY",.311118,11,1.637674,
1987,"NY",.311118,11,1.654316,
1988,"NY",.311118,11,1.753185,
1989,"NY",.311118,11,1.90046,
1990,"NY",.311118,11,2.06378,
1991,"NY",.311118,11,2.102173,
1992,"NY",.311118,11,2.223107,
1993,"NY",.311118,11,2.24962,
1994,"NY",.311118,11,2.26497,
1995,"NY",.311118,11,2.278119,
1996,"NY",.311118,11,2.252869,
1997,"NY",.311118,11,2.24042,
1998,"NY",.311118,11,2.214985,
1999,"NY",.311118,11,2.121505,
2000,"NY",.311118,11,1.996092,
2001,"NY",.311118,11,1.916583,
2002,"NY",.311118,11,1.862531,
2003,"NY",.311118,11,1.922368,
2004,"NY",.311118,11,1.973105,
2005,"NY",.311118,11,2.023387,28
2006,"NY",.311118,11,2.133165,
2007,"NY",.311118,11,2.275648,
2008,"NY",.311118,11,2.442851,
2009,"NY",.311118,11,2.557556,
2010,"NY",.311118,11,2.667717,
1880,"OH",-.3095257,7,,
1900,"OH",-.3095257,7,,
1920,"OH",-.3095257,7,,
1929,"OH",-.3095257,7,,
1930,"OH",-.3095257,7,,
1931,"OH",-.3095257,7,,
1932,"OH",-.3095257,7,,
1933,"OH",-.3095257,7,,
1934,"OH",-.3095257,7,,
1935,"OH",-.3095257,7,,
1936,"OH",-.3095257,7,,
1937,"OH",-.3095257,7,,
1938,"OH",-.3095257,7,,
1939,"OH",-.3095257,7,,
1940,"OH",-.3095257,7,0,
1941,"OH",-.3095257,7,0,
1942,"OH",-.3095257,7,.047824,
1943,"OH",-.3095257,7,.035868,
1944,"OH",-.3095257,7,.0286944,
1945,"OH",-.3095257,7,.023912,
1946,"OH",-.3095257,7,.020496,
1947,"OH",-.3095257,7,.0503805,
1948,"OH",-.3095257,7,.0588902,
1949,"OH",-.3095257,7,.0530012,
1950,"OH",-.3095257,7,.0530012,
1951,"OH",-.3095257,7,.0654066,
1952,"OH",-.3095257,7,.0752286,
1953,"OH",-.3095257,7,.1101488,
1954,"OH",-.3095257,7,.1439593,
1955,"OH",-.3095257,7,.1994101,
1956,"OH",-.3095257,7,.231994,
1957,"OH",-.3095257,7,.2910528,
1958,"OH",-.3095257,7,.3096092,
1959,"OH",-.3095257,7,.3302896,
1960,"OH",-.3095257,7,.4022025,
1961,"OH",-.3095257,7,.3999452,
1962,"OH",-.3095257,7,.4059905,
1963,"OH",-.3095257,7,.4411684,
1964,"OH",-.3095257,7,.4569612,
1965,"OH",-.3095257,7,.4309193,
1966,"OH",-.3095257,7,.4176964,
1967,"OH",-.3095257,7,.3998977,
1968,"OH",-.3095257,7,.4066817,
1969,"OH",-.3095257,7,.4522704,
1970,"OH",-.3095257,7,.3991037,
1971,"OH",-.3095257,7,.435533,
1972,"OH",-.3095257,7,.4332336,
1973,"OH",-.3095257,7,.3909978,
1974,"OH",-.3095257,7,.4249941,
1975,"OH",-.3095257,7,.5070007,
1976,"OH",-.3095257,7,.6736389,
1977,"OH",-.3095257,7,.7178295,
1978,"OH",-.3095257,7,.8372663,
1979,"OH",-.3095257,7,.8913836,
1980,"OH",-.3095257,7,1.011518,
1981,"OH",-.3095257,7,1.131787,
1982,"OH",-.3095257,7,1.2805,
1983,"OH",-.3095257,7,1.336455,
1984,"OH",-.3095257,7,1.355298,
1985,"OH",-.3095257,7,1.383613,
1986,"OH",-.3095257,7,1.337405,
1987,"OH",-.3095257,7,1.402576,
1988,"OH",-.3095257,7,1.439573,
1989,"OH",-.3095257,7,1.476169,
1990,"OH",-.3095257,7,1.558198,
1991,"OH",-.3095257,7,1.66543,
1992,"OH",-.3095257,7,1.760802,
1993,"OH",-.3095257,7,1.875162,
1994,"OH",-.3095257,7,1.90722,
1995,"OH",-.3095257,7,1.981722,
1996,"OH",-.3095257,7,2.073189,
1997,"OH",-.3095257,7,2.100559,
1998,"OH",-.3095257,7,2.144783,
1999,"OH",-.3095257,7,2.164237,
2000,"OH",-.3095257,7,2.128129,
2001,"OH",-.3095257,7,2.038465,
2002,"OH",-.3095257,7,1.985612,
2003,"OH",-.3095257,7,1.909868,
2004,"OH",-.3095257,7,1.993665,
2005,"OH",-.3095257,7,1.936455,27
2006,"OH",-.3095257,7,1.888104,
2007,"OH",-.3095257,7,1.901538,
2008,"OH",-.3095257,7,1.888628,
2009,"OH",-.3095257,7,1.885668,
2010,"OH",-.3095257,7,1.865566,
1880,"OK",-.5562267,6,,
1900,"OK",-.5562267,6,,
1920,"OK",-.5562267,6,,
1929,"OK",-.5562267,6,,
1930,"OK",-.5562267,6,,
1931,"OK",-.5562267,6,,
1932,"OK",-.5562267,6,,
1933,"OK",-.5562267,6,,
1934,"OK",-.5562267,6,,
1935,"OK",-.5562267,6,,
1936,"OK",-.5562267,6,,
1937,"OK",-.5562267,6,,
1938,"OK",-.5562267,6,,
1939,"OK",-.5562267,6,,
1940,"OK",-.5562267,6,0,
1941,"OK",-.5562267,6,0,
1942,"OK",-.5562267,6,.149611,
1943,"OK",-.5562267,6,.1122083,
1944,"OK",-.5562267,6,.0897666,
1945,"OK",-.5562267,6,.0748055,
1946,"OK",-.5562267,6,.064119,
1947,"OK",-.5562267,6,.0561041,
1948,"OK",-.5562267,6,.0498703,
1949,"OK",-.5562267,6,.0448833,
1950,"OK",-.5562267,6,.0448833,
1951,"OK",-.5562267,6,.0901322,
1952,"OK",-.5562267,6,.0452489,
1953,"OK",-.5562267,6,.0452489,
1954,"OK",-.5562267,6,.0452489,
1955,"OK",-.5562267,6,.0896933,
1956,"OK",-.5562267,6,.0896933,
1957,"OK",-.5562267,6,.0896933,
1958,"OK",-.5562267,6,.0896933,
1959,"OK",-.5562267,6,.0896933,
