year,stateabbrev,liInc,lvalue,dlpop,lagliInc,dliInc
1997,"ND",10.30304,,.00422,10.09913,1.019554
1998,"ND",10.3932,,-.024004,10.25762,.6779194
1999,"ND",10.38528,,-.0608826,10.17395,1.05669
2000,"ND",10.43741,11.50461,-.0953197,9.998325,2.19543
2001,"ND",10.44702,,-.1574326,10.16616,1.404309
2002,"ND",10.4532,,-.2357054,10.17301,1.400938
2003,"ND",10.51217,,-.2879524,10.17777,1.671977
2004,"ND",10.50847,,-.2701712,10.2074,1.505351
2005,"ND",10.53982,,-.2335167,10.20917,1.653242
2006,"ND",10.53534,,-.1523399,10.21385,1.607471
2007,"ND",10.61017,,-.0633097,10.22039,1.948934
2008,"ND",10.69019,,.0170565,10.10849,2.908516
2009,"ND",10.65862,,.141983,10.18874,2.349405
2010,"ND",10.70847,11.60005,.2806282,10.23506,2.367015
1880,"NE",8.166298,,,,
1900,"NE",8.663803,,4.286895,8.166298,2.487526
1920,"NE",8.762775,,.9768724,8.663803,.4948616
1929,"NE",8.963673,,,,
1930,"NE",8.851654,10.84132,,,
1931,"NE",8.723788,,,,
1932,"NE",8.524421,,,,
1933,"NE",8.473477,,,,
1934,"NE",8.407845,,,,
1935,"NE",8.815043,,,,
1936,"NE",8.775121,,,,
1937,"NE",8.787615,,,,
1938,"NE",8.778455,,,,
1939,"NE",8.785127,,,,
1940,"NE",8.875612,10.473,.0751352,8.762775,.5641842
1941,"NE",9.046732,,,,
1942,"NE",9.343976,,,,
1943,"NE",9.502303,,,,
1944,"NE",9.55405,,,,
1945,"NE",9.613515,,,,
1946,"NE",9.530961,,,,
1947,"NE",9.464114,,,,
1948,"NE",9.586984,,,,
1949,"NE",9.470292,,-.2727604,8.963673,2.533097
1950,"NE",9.609715,10.93959,-.1958132,8.851654,3.790302
1951,"NE",9.583332,,-.2519083,8.723788,4.297719
1952,"NE",9.63809,,-.2781582,8.524421,5.568347
1953,"NE",9.576662,,-.2479219,8.473477,5.515924
1954,"NE",9.616896,,-.1543093,8.407845,6.045251
1955,"NE",9.55653,,-.0036383,8.815043,3.707433
1956,"NE",9.558427,,.1415682,8.775121,3.916531
1957,"NE",9.676794,,.201273,8.787615,4.445896
1958,"NE",9.704832,,.2104425,8.778455,4.631886
1959,"NE",9.694832,,.2910566,8.785127,4.548526
1960,"NE",9.726437,11.19674,.36973,8.875612,4.254122
1961,"NE",9.717708,,.6410551,9.046732,3.354878
1962,"NE",9.778987,,.8101845,9.343976,2.175055
1963,"NE",9.784498,,.8913231,9.502303,1.410975
1964,"NE",9.792541,,.9973621,9.55405,1.192451
1965,"NE",9.880105,,.9766102,9.613515,1.332951
1966,"NE",9.936695,,.738802,9.530961,2.02867
1967,"NE",9.940289,,.7025862,9.464114,2.380877
1968,"NE",9.956007,,.7407379,9.586984,1.845117
1969,"NE",10.01391,,.620389,9.470292,2.718105
1970,"NE",10.01851,11.22447,.5724335,9.609715,2.043977
1971,"NE",10.05818,,.6683493,9.583332,2.374215
1972,"NE",10.12042,,.7339811,9.63809,2.411652
1973,"NE",10.2106,,.7409096,9.576662,3.169665
1974,"NE",10.14189,,.688448,9.616896,2.624965
1975,"NE",10.18019,,.5749559,9.55653,3.118296
1976,"NE",10.16577,,.5160952,9.558427,3.036714
1977,"NE",10.17982,,.5447721,9.676794,2.51513
1978,"NE",10.24953,,.6048012,9.704832,2.723503
1979,"NE",10.21595,,.5657387,9.694832,2.605577
1980,"NE",10.14656,11.56981,.5199718,9.726437,2.100625
1981,"NE",10.19292,,.4384232,9.717708,2.376075
1982,"NE",10.20442,,.3868818,9.778987,2.127175
1983,"NE",10.20644,,.3540134,9.784498,2.109685
1984,"NE",10.26841,,.3474236,9.792541,2.379365
1985,"NE",10.28689,,.372138,9.880105,2.033911
1986,"NE",10.30246,,.3906775,9.936695,1.828809
1987,"NE",10.31565,,.362463,9.940289,1.876793
1988,"NE",10.33787,,.3439808,9.956007,1.909323
1989,"NE",10.34434,,.330925,10.01391,1.652112
1990,"NE",10.35841,11.39089,.3053379,10.01851,1.699476
1991,"NE",10.34871,,.2959156,10.05818,1.452694
1992,"NE",10.36545,,.2984762,10.12042,1.225162
1993,"NE",10.35805,,.3078651,10.2106,.7372618
1994,"NE",10.39089,,.3187609,10.14189,1.245017
1995,"NE",10.40872,,.361433,10.18019,1.142664
1996,"NE",10.4601,,.3875732,10.16577,1.471653
1997,"NE",10.45842,,.4073763,10.17982,1.392994
1998,"NE",10.50272,,.4147434,10.24953,1.26595
1999,"NE",10.52466,,.429759,10.21595,1.543574
2000,"NE",10.5482,11.67249,.4309416,10.14656,2.008214
2001,"NE",10.56326,,.4287148,10.19292,1.851664
2002,"NE",10.56029,,.4429245,10.20442,1.779323
2003,"NE",10.59489,,.4648304,10.20644,1.942258
2004,"NE",10.60933,,.4818916,10.26841,1.704602
2005,"NE",10.60978,,.5289698,10.28689,1.614442
2006,"NE",10.60906,,.5933571,10.30246,1.533008
2007,"NE",10.65552,,.6483603,10.31565,1.699338
2008,"NE",10.67759,,.6687832,10.33787,1.698599
2009,"NE",10.63341,,.7032156,10.34434,1.445374
2010,"NE",10.63346,11.73776,.7303762,10.35841,1.375275
1880,"NH",8.402997,,,,
1900,"NH",8.672532,,.8536196,8.402997,1.347675
1920,"NH",8.927641,,.3686714,8.672532,1.275544
1929,"NH",9.125454,,,,
1930,"NH",9.088861,10.79055,,,
1931,"NH",9.036757,,,,
1932,"NH",8.872942,,,,
1933,"NH",8.901647,,,,
1934,"NH",9.005554,,,,
1935,"NH",9.030841,,,,
1936,"NH",9.090475,,,,
1937,"NH",9.106278,,,,
1938,"NH",9.066866,,,,
1939,"NH",9.132891,,,,
1940,"NH",9.158507,10.62304,.5236053,8.927641,1.154332
1941,"NH",9.3095,,,,
1942,"NH",9.389119,,,,
1943,"NH",9.46807,,,,
1944,"NH",9.52783,,,,
1945,"NH",9.558413,,,,
1946,"NH",9.510506,,,,
1947,"NH",9.430655,,,,
1948,"NH",9.41276,,,,
1949,"NH",9.407215,,.6609583,9.125454,1.408806
1950,"NH",9.452714,10.98598,.6622887,9.088861,1.819263
1951,"NH",9.490384,,.5912781,9.036757,2.268138
1952,"NH",9.516884,,.6052971,8.872942,3.219709
1953,"NH",9.556299,,.6846619,8.901647,3.273263
1954,"NH",9.578503,,.7168961,9.005554,2.864742
1955,"NH",9.654143,,.73349,9.030841,3.116512
1956,"NH",9.67815,,.813632,9.090475,2.938375
1957,"NH",9.700147,,.8663559,9.106278,2.969341
1958,"NH",9.674809,,.9030056,9.066866,3.039718
1959,"NH",9.725218,,.9791756,9.132891,2.961636
1960,"NH",9.741462,11.32628,1.066699,9.158507,2.914772
1961,"NH",9.768218,,1.150222,9.3095,2.293591
1962,"NH",9.805345,,1.354728,9.389119,2.081127
1963,"NH",9.80563,,1.710176,9.46807,1.687799
1964,"NH",9.842626,,1.827745,9.52783,1.573977
1965,"NH",9.884382,,1.881542,9.558413,1.629848
1966,"NH",9.944741,,1.59502,9.510506,2.171178
1967,"NH",9.979418,,1.571684,9.430655,2.743812
1968,"NH",10.02205,,1.550136,9.41276,3.046474
1969,"NH",10.06152,,1.531353,9.407215,3.271546
1970,"NH",10.04187,11.49822,1.66307,9.452714,2.94579
1971,"NH",10.05128,,1.825929,9.490384,2.804484
1972,"NH",10.095,,1.896014,9.516884,2.890558
1973,"NH",10.13218,,1.912203,9.556299,2.8794
1974,"NH",10.10636,,1.942816,9.578503,2.639279
1975,"NH",10.08158,,1.994452,9.654143,2.137184
1976,"NH",10.135,,2.015681,9.67815,2.28426
1977,"NH",10.16605,,2.107449,9.700147,2.329493
1978,"NH",10.21145,,2.154632,9.674809,2.683225
1979,"NH",10.22054,,2.126412,9.725218,2.476625
1980,"NH",10.21619,11.80342,2.085824,9.741462,2.373648
1981,"NH",10.23058,,2.078953,9.768218,2.311826
1982,"NH",10.2574,,2.025847,9.805345,2.260299
1983,"NH",10.30871,,1.947775,9.80563,2.515421
1984,"NH",10.37142,,1.937857,9.842626,2.643991
1985,"NH",10.41671,,1.941552,9.884382,2.661629
1986,"NH",10.46946,,2.044692,9.944741,2.623591
1987,"NH",10.50637,,2.069182,9.979418,2.634764
1988,"NH",10.53384,,2.116213,10.02205,2.558904
1989,"NH",10.53094,,2.111883,10.06152,2.347088
1990,"NH",10.47836,12.33381,2.025018,10.04187,2.182436
1991,"NH",10.47686,,1.879387,10.05128,2.127876
1992,"NH",10.48471,,1.788168,10.095,1.948581
1993,"NH",10.47563,,1.713018,10.13218,1.717234
1994,"NH",10.50825,,1.676493,10.10636,2.009478
1995,"NH",10.52997,,1.66307,10.08158,2.24195
1996,"NH",10.57096,,1.63527,10.135,2.179785
1997,"NH",10.58136,,1.552982,10.16605,2.076578
1998,"NH",10.64,,1.496687,10.21145,2.142735
1999,"NH",10.66335,,1.463666,10.22054,2.214031
2000,"NH",10.72451,12.08775,1.468945,10.21619,2.541614
2001,"NH",10.71686,,1.46512,10.23058,2.431397
2002,"NH",10.71332,,1.45998,10.2574,2.279582
2003,"NH",10.70704,,1.447511,10.30871,1.991639
2004,"NH",10.73994,,1.390724,10.37142,1.84258
2005,"NH",10.73191,,1.322279,10.41671,1.576004
2006,"NH",10.75727,,1.220255,10.46946,1.439037
2007,"NH",10.78173,,1.09549,10.50637,1.376796
2008,"NH",10.76758,,.975914,10.53384,1.168714
2009,"NH",10.72685,,.8763075,10.53094,.9795332
2010,"NH",10.72752,12.48616,.843339,10.47836,1.245794
1880,"NJ",8.646711,,,,
1900,"NJ",8.933824,,2.550087,8.646711,1.435561
1920,"NJ",9.140369,,2.580261,8.933824,1.032729
1929,"NJ",9.420703,,,,
1930,"NJ",9.364056,11.53339,,,
1931,"NJ",9.318975,,,,
1932,"NJ",9.197125,,,,
1933,"NJ",9.134851,,,,
1934,"NJ",9.19486,,,,
1935,"NJ",9.259801,,,,
1936,"NJ",9.369402,,,,
1937,"NJ",9.385849,,,,
1938,"NJ",9.338598,,,,
1939,"NJ",9.424795,,,,
1940,"NJ",9.508281,11.21503,1.399202,9.140369,1.839557
1941,"NJ",9.612207,,,,
1942,"NJ",9.706954,,,,
1943,"NJ",9.850962,,,,
1944,"NJ",9.917634,,,,
1945,"NJ",9.912956,,,,
1946,"NJ",9.793534,,,,
1947,"NJ",9.68736,,,,
1948,"NJ",9.658616,,,,
1949,"NJ",9.655254,,1.017237,9.420703,1.172757
1950,"NJ",9.747727,11.50417,.9017658,9.364056,1.918359
1951,"NJ",9.777269,,.9739208,9.318975,2.29147
1952,"NJ",9.813396,,1.09139,9.197125,3.081355
1953,"NJ",9.860019,,1.207633,9.134851,3.625841
1954,"NJ",9.846039,,1.353316,9.19486,3.255892
1955,"NJ",9.885999,,1.488948,9.259801,3.130989
1956,"NJ",9.934358,,1.591821,9.369402,2.824779
1957,"NJ",9.942747,,1.694403,9.385849,2.784491
1958,"NJ",9.872834,,1.811342,9.338598,2.67118
1959,"NJ",9.917234,,1.881104,9.424795,2.462196
1960,"NJ",9.938178,11.7033,1.898332,9.508281,2.149487
1961,"NJ",9.951259,,1.934419,9.612207,1.695256
1962,"NJ",9.996632,,1.953378,9.706954,1.448388
1963,"NJ",10.00795,,2.200241,9.850962,.7849264
1964,"NJ",10.04559,,2.339816,9.917634,.6397629
1965,"NJ",10.08567,,2.4786,9.912956,.8635759
1966,"NJ",10.12509,,2.096033,9.793534,1.657796
1967,"NJ",10.15856,,2.017231,9.68736,2.355986
1968,"NJ",10.20059,,1.917195,9.658616,2.70988
1969,"NJ",10.24519,,1.862011,9.655254,2.949672
1970,"NJ",10.25679,11.84256,1.94613,9.747727,2.5453
1971,"NJ",10.27422,,1.873798,9.777269,2.484741
1972,"NJ",10.318,,1.79368,9.813396,2.523022
1973,"NJ",10.34678,,1.692352,9.860019,2.433825
1974,"NJ",10.32709,,1.568623,9.846039,2.405276
1975,"NJ",10.31192,,1.442099,9.885999,2.129607
1976,"NJ",10.34366,,1.342268,9.934358,2.046533
1977,"NJ",10.37234,,1.233397,9.942747,2.14798
1978,"NJ",10.40268,,1.111584,9.872834,2.64925
1979,"NJ",10.3979,,1.017876,9.917234,2.40335
1980,"NJ",10.38972,12.04963,.9474754,9.938178,2.257719
1981,"NJ",10.39794,,.8375549,9.951259,2.23341
1982,"NJ",10.41309,,.7655764,9.996632,2.082295
1983,"NJ",10.45253,,.6701899,10.00795,2.222896
1984,"NJ",10.50408,,.6042242,10.04559,2.292466
1985,"NJ",10.53164,,.557723,10.08567,2.229843
1986,"NJ",10.57112,,.5333233,10.12509,2.230144
1987,"NJ",10.60447,,.5092096,10.15856,2.229576
1988,"NJ",10.65077,,.4809856,10.20059,2.25091
1989,"NJ",10.66916,,.4260635,10.24519,2.11988
1990,"NJ",10.66361,12.56035,.3831673,10.25679,2.034092
1991,"NJ",10.63866,,.3530359,10.27422,1.822214
1992,"NJ",10.66844,,.3576279,10.318,1.752219
1993,"NJ",10.65889,,.4017258,10.34678,1.560545
1994,"NJ",10.66281,,.4427004,10.32709,1.678581
1995,"NJ",10.68535,,.4813099,10.31192,1.867151
1996,"NJ",10.70962,,.5203676,10.34366,1.829786
1997,"NJ",10.74138,,.5640507,10.37234,1.845179
1998,"NJ",10.78263,,.5958319,10.40268,1.899724
1999,"NJ",10.79378,,.6278896,10.3979,1.97938
2000,"NJ",10.85014,12.33564,.6679726,10.38972,2.30207
2001,"NJ",10.8468,,.6835699,10.39794,2.244301
2002,"NJ",10.83868,,.70292,10.41309,2.127957
2003,"NJ",10.82826,,.7066345,10.45253,1.878686
2004,"NJ",10.85463,,.6940413,10.50408,1.752744
2005,"NJ",10.86199,,.6709242,10.53164,1.651745
2006,"NJ",10.90218,,.6392479,10.57112,1.655269
2007,"NJ",10.93804,,.616827,10.60447,1.667852
2008,"NJ",10.9327,,.6088781,10.65077,1.409616
2009,"NJ",10.88204,,.6254578,10.66916,1.064358
2010,"NJ",10.88788,12.82995,.627861,10.66361,1.121349
1880,"NM",7.719236,,,,
1900,"NM",8.307926,,2.453642,7.719236,2.943451
1920,"NM",8.608494,,3.062439,8.307926,1.502838
1929,"NM",8.59278,,,,
1930,"NM",8.416886,9.479208,,,
1931,"NM",8.361216,,,,
1932,"NM",8.143953,,,,
1933,"NM",8.206583,,,,
1934,"NM",8.336604,,,,
1935,"NM",8.488639,,,,
1936,"NM",8.631375,,,,
1937,"NM",8.651731,,,,
1938,"NM",8.601684,,,,
1939,"NM",8.669884,,,,
1940,"NM",8.719416,9.283155,1.938429,8.608494,.5546093
1941,"NM",8.899217,,,,
1942,"NM",9.093284,,,,
1943,"NM",9.231814,,,,
1944,"NM",9.345037,,,,
1945,"NM",9.390658,,,,
1946,"NM",9.293487,,,,
1947,"NM",9.241404,,,,
1948,"NM",9.26911,,,,
1949,"NM",9.303308,,2.137218,8.59278,3.552642
1950,"NM",9.342145,10.90154,2.392287,8.416886,4.626293
1951,"NM",9.379175,,2.487168,8.361216,5.089798
1952,"NM",9.415674,,2.554126,8.143953,6.358604
1953,"NM",9.422987,,2.605095,8.206583,6.08202
1954,"NM",9.427506,,2.519302,8.336604,5.454512
1955,"NM",9.485196,,2.511845,8.488639,4.982786
1956,"NM",9.52474,,2.498608,8.631375,4.466825
1957,"NM",9.557056,,2.605553,8.651731,4.526629
1958,"NM",9.587566,,2.732205,8.601684,4.929414
1959,"NM",9.617121,,2.818522,8.669884,4.736185
1960,"NM",9.592609,11.32628,2.929511,8.719416,4.365969
1961,"NM",9.616497,,3.237848,8.899217,3.586402
1962,"NM",9.630274,,3.280249,9.093284,2.684951
1963,"NM",9.63958,,3.090868,9.231814,2.038827
1964,"NM",9.66437,,3.242178,9.345037,1.596661
1965,"NM",9.700341,,3.234034,9.390658,1.548414
1966,"NM",9.729436,,2.916145,9.293487,2.179747
1967,"NM",9.742315,,2.706423,9.241404,2.504559
1968,"NM",9.785426,,2.490811,9.26911,2.581582
1969,"NM",9.812673,,2.254982,9.303308,2.546821
1970,"NM",9.844943,11.26424,1.977272,9.342145,2.51399
1971,"NM",9.870983,,1.922841,9.379175,2.45904
1972,"NM",9.932137,,1.914105,9.415674,2.582316
1973,"NM",9.966199,,1.894288,9.422987,2.71606
1974,"NM",9.961273,,1.96166,9.427506,2.668834
1975,"NM",9.977954,,1.964006,9.485196,2.463789
1976,"NM",10.01082,,1.969767,9.52474,2.430406
1977,"NM",10.04101,,1.845975,9.557056,2.419748
1978,"NM",10.08362,,1.728296,9.587566,2.480264
1979,"NM",10.07978,,1.658754,9.617121,2.313299
1980,"NM",10.05217,11.74773,1.5833,9.592609,2.297792
1981,"NM",10.06254,,1.614347,9.616497,2.230239
1982,"NM",10.06845,,1.657577,9.630274,2.190895
1983,"NM",10.0877,,1.717486,9.63958,2.240596
1984,"NM",10.11921,,1.711812,9.66437,2.274218
1985,"NM",10.14685,,1.757874,9.700341,2.232547
1986,"NM",10.14978,,1.866641,9.729436,2.101698
1987,"NM",10.1478,,1.955204,9.742315,2.027407
1988,"NM",10.15287,,2.025099,9.785426,1.837244
1989,"NM",10.16325,,1.985612,9.812673,1.752906
1990,"NM",10.1671,11.72083,1.984024,9.844943,1.610794
1991,"NM",10.17551,,1.948915,9.870983,1.522617
1992,"NM",10.18875,,1.961074,9.932137,1.28305
1993,"NM",10.20601,,1.966934,9.966199,1.199079
1994,"NM",10.2229,,1.991925,9.961273,1.308117
1995,"NM",10.24137,,1.959119,9.977954,1.317096
1996,"NM",10.24775,,1.913309,10.01082,1.184659
1997,"NM",10.25965,,1.852846,10.04101,1.093197
1998,"NM",10.29738,,1.797695,10.08362,1.068783
1999,"NM",10.29445,,1.724925,10.07978,1.07336
2000,"NM",10.31954,11.87821,1.649647,10.05217,1.336856
2001,"NM",10.37595,,1.589985,10.06254,1.567016
2002,"NM",10.36937,,1.538801,10.06845,1.504593
2003,"NM",10.37299,,1.487718,10.0877,1.426463
2004,"NM",10.40904,,1.477561,10.11921,1.449156
2005,"NM",10.43536,,1.475968,10.14685,1.442537
2006,"NM",10.44959,,1.468654,10.14978,1.499071
2007,"NM",10.47643,,1.485643,10.1478,1.64319
2008,"NM",10.49069,,1.497312,10.15287,1.689057
2009,"NM",10.45667,,1.516595,10.16325,1.467085
2010,"NM",10.46038,11.96674,1.529179,10.1671,1.466374
1880,"NV",9.52436,,,,
1900,"NV",9.302345,,-1.926646,9.52436,-1.110072
1920,"NV",9.289457,,3.014951,9.302345,-.0644398
1929,"NV",9.362513,,,,
1930,"NV",9.33963,10.46096,,,
1931,"NV",9.205286,,,,
1932,"NV",9.131845,,,,
1933,"NV",9.07484,,,,
1934,"NV",9.158993,,,,
1935,"NV",9.31238,,,,
1936,"NV",9.536221,,,,
1937,"NV",9.413447,,,,
1938,"NV",9.447326,,,,
1939,"NV",9.560149,,,,
1940,"NV",9.593126,10.39138,1.891556,9.289457,1.518345
1941,"NV",9.637813,,,,
1942,"NV",9.99483,,,,
1943,"NV",9.904256,,,,
1944,"NV",9.867401,,,,
1945,"NV",9.927944,,,,
1946,"NV",9.932311,,,,
1947,"NV",9.802932,,,,
1948,"NV",9.719818,,,,
1949,"NV",9.754588,,2.782178,9.362513,1.960378
1950,"NV",9.84718,11.34303,2.829041,9.33963,2.537751
1951,"NV",9.877375,,2.903347,9.205286,3.360443
1952,"NV",9.939093,,3.170748,9.131845,4.036236
1953,"NV",9.950917,,3.543258,9.07484,4.380388
1954,"NV",9.930068,,3.881626,9.158993,3.855376
1955,"NV",9.980071,,4.314451,9.31238,3.338456
1956,"NV",9.951051,,4.531703,9.536221,2.074151
1957,"NV",9.947764,,4.629765,9.413447,2.671585
1958,"NV",9.944092,,4.703751,9.447326,2.48383
1959,"NV",9.99502,,4.791913,9.560149,2.174354
1960,"NV",10.02834,11.67733,4.729676,9.593126,2.176061
1961,"NV",10.04066,,4.742756,9.637813,2.014213
1962,"NV",10.10583,,4.645786,9.99483,.5550098
1963,"NV",10.09035,,4.800277,9.904256,.9304714
1964,"NV",10.09067,,5.05507,9.867401,1.116357
1965,"NV",10.10234,,5.526962,9.927944,.8719778
1966,"NV",10.12468,,5.617924,9.932311,.9618282
1967,"NV",10.14774,,5.515385,9.802932,1.724038
1968,"NV",10.22193,,5.450144,9.719818,2.510562
1969,"NV",10.25172,,5.587702,9.754588,2.485666
1970,"NV",10.28105,11.80201,5.566826,9.84718,2.169337
1971,"NV",10.29453,,5.649219,9.877375,2.085786
1972,"NV",10.32523,,5.527344,9.939093,1.930671
1973,"NV",10.35764,,5.353613,9.950917,2.033634
1974,"NV",10.31451,,5.150719,9.930068,1.922188
1975,"NV",10.30862,,4.807062,9.980071,1.642723
1976,"NV",10.34772,,4.753056,9.951051,1.983333
1977,"NV",10.38182,,4.793315,9.947764,2.170296
1978,"NV",10.4403,,4.918151,9.944092,2.481046
1979,"NV",10.42338,,5.044112,9.99502,2.141824
1980,"NV",10.39003,12.16922,5.119882,10.02834,1.808462
1981,"NV",10.37651,,4.949512,10.04066,1.679254
1982,"NV",10.34716,,4.590187,10.10583,1.206641
1983,"NV",10.35272,,4.10327,10.09035,1.311841
1984,"NV",10.37463,,3.876348,10.09067,1.419768
1985,"NV",10.39391,,3.808613,10.10234,1.457872
1986,"NV",10.41909,,3.9393,10.12468,1.472044
1987,"NV",10.42729,,4.119186,10.14774,1.397734
1988,"NV",10.46383,,4.201064,10.22193,1.209502
1989,"NV",10.47662,,4.313493,10.25172,1.124506
1990,"NV",10.46871,12.03212,4.531069,10.28105,.9383106
1991,"NV",10.46351,,4.566813,10.29453,.8448839
1992,"NV",10.49556,,4.524531,10.32523,.8516788
1993,"NV",10.49871,,4.542422,10.35764,.7053518
1994,"NV",10.51878,,4.606581,10.31451,1.02139
1995,"NV",10.53272,,4.683528,10.30862,1.120539
1996,"NV",10.55544,,4.731503,10.34772,1.038613
1997,"NV",10.5657,,4.780269,10.38182,.9193707
1998,"NV",10.60432,,4.731617,10.4403,.8200741
1999,"NV",10.61766,,4.638414,10.42338,.971365
2000,"NV",10.62841,12.15098,4.564648,10.39003,1.191893
2001,"NV",10.6051,,4.532275,10.37651,1.142983
2002,"NV",10.59199,,4.512796,10.34716,1.224155
2003,"NV",10.60998,,4.567924,10.35272,1.286306
2004,"NV",10.66567,,4.654264,10.37463,1.455231
2005,"NV",10.71176,,4.694905,10.39391,1.589251
2006,"NV",10.69951,,4.72445,10.41909,1.402135
2007,"NV",10.70658,,4.664092,10.42729,1.396475
2008,"NV",10.66345,,4.517932,10.46383,.9981108
2009,"NV",10.57652,,4.294133,10.47662,.4995012
2010,"NV",10.56149,12.57064,3.977747,10.46871,.463891
1880,"NY",8.745783,,,,
1900,"NY",9.087305,,1.78864,8.745783,1.707611
1920,"NY",9.373908,,1.7839,9.087305,1.433015
1929,"NY",9.645066,,,,
1930,"NY",9.562512,11.54223,,,
1931,"NY",9.495588,,,,
1932,"NY",9.336304,,,,
1933,"NY",9.311852,,,,
1934,"NY",9.363565,,,,
1935,"NY",9.402528,,,,
1936,"NY",9.499689,,,,
1937,"NY",9.49852,,,,
1938,"NY",9.460536,,,,
1939,"NY",9.518954,,,,
1940,"NY",9.564137,11.18385,1.295204,9.373908,.9511471
1941,"NY",9.650573,,,,
1942,"NY",9.707047,,,,
1943,"NY",9.817192,,,,
1944,"NY",9.905527,,,,
1945,"NY",9.95049,,,,
1946,"NY",9.899327,,,,
1947,"NY",9.780395,,,,
1948,"NY",9.728055,,,,
1949,"NY",9.714652,,1.008835,9.645066,.347929
1950,"NY",9.774836,11.47927,.8079529,9.562512,1.061616
1951,"NY",9.775289,,.7375145,9.495588,1.398501
1952,"NY",9.78293,,.7787132,9.336304,2.233133
1953,"NY",9.816746,,.83992,9.311852,2.524467
1954,"NY",9.823853,,.8833599,9.363565,2.301435
1955,"NY",9.881575,,.8853722,9.402528,2.395234
1956,"NY",9.918911,,.8914185,9.499689,2.096109
1957,"NY",9.929346,,.9609604,9.49852,2.154131
1958,"NY",9.928647,,1.029425,9.460536,2.340555
1959,"NY",9.975748,,1.050587,9.518954,2.283969
1960,"NY",9.993397,11.68389,1.121063,9.564137,2.146297
1961,"NY",10.01194,,1.256447,9.650573,1.80685
1962,"NY",10.04151,,1.425228,9.707047,1.672301
1963,"NY",10.05862,,1.524963,9.817192,1.207161
1964,"NY",10.10473,,1.635056,9.905527,.9960175
1965,"NY",10.13937,,1.735992,9.95049,.9443998
1966,"NY",10.17626,,1.419115,9.899327,1.384654
1967,"NY",10.2173,,1.240988,9.780395,2.184505
1968,"NY",10.2668,,1.096296,9.728055,2.693725
1969,"NY",10.26113,,.97682,9.714652,2.732401
1970,"NY",10.26815,11.80329,1.031694,9.774836,2.466555
1971,"NY",10.28456,,1.048746,9.775289,2.546382
1972,"NY",10.32073,,.9447861,9.78293,2.688985
1973,"NY",10.33607,,.7927704,9.816746,2.596602
1974,"NY",10.31374,,.6675529,9.823853,2.449412
1975,"NY",10.3001,,.6085014,9.881575,2.092605
1976,"NY",10.31333,,.5469894,9.918911,1.972089
1977,"NY",10.33536,,.4319668,9.929346,2.030053
1978,"NY",10.35555,,.3262711,9.928647,2.134495
1979,"NY",10.34319,,.2764988,9.975748,1.837192
1980,"NY",10.32879,11.75869,.2118492,9.993397,1.676979
1981,"NY",10.34039,,.1463413,10.01194,1.642222
1982,"NY",10.36362,,.0827599,10.04151,1.610546
1983,"NY",10.40059,,.0642776,10.05862,1.709814
1984,"NY",10.45573,,.0443363,10.10473,1.754999
1985,"NY",10.48446,,.0162315,10.13937,1.725426
1986,"NY",10.52802,,-.0026894,10.17626,1.758828
1987,"NY",10.55443,,-.0184822,10.2173,1.685658
1988,"NY",10.60169,,-.0304794,10.2668,1.674442
1989,"NY",10.6237,,-.0337791,10.26113,1.812844
1990,"NY",10.63679,12.35067,-.0691128,10.26815,1.843204
1991,"NY",10.59453,,-.0664234,10.28456,1.549821
1992,"NY",10.60654,,-.0287247,10.32073,1.429052
1993,"NY",10.59295,,.0492764,10.33607,1.284423
1994,"NY",10.59588,,.1058578,10.31374,1.410708
1995,"NY",10.61705,,.1345539,10.3001,1.584773
1996,"NY",10.63801,,.1678944,10.31333,1.623402
1997,"NY",10.66712,,.2205372,10.33536,1.658826
1998,"NY",10.69738,,.2839565,10.35555,1.709146
1999,"NY",10.7133,,.3421879,10.34319,1.850581
2000,"NY",10.73966,12.19708,.3926277,10.32879,2.054348
2001,"NY",10.73594,,.4136276,10.34039,1.977787
2002,"NY",10.71947,,.4217434,10.36362,1.779256
2003,"NY",10.71969,,.4041576,10.40059,1.595516
2004,"NY",10.76459,,.3864288,10.45573,1.544299
2005,"NY",10.79674,,.3633213,10.48446,1.561427
2006,"NY",10.83844,,.344286,10.52802,1.552091
2007,"NY",10.88902,,.3416061,10.55443,1.672978
2008,"NY",10.8783,,.3422642,10.60169,1.38308
2009,"NY",10.82241,,.355196,10.6237,.9935474
2010,"NY",10.83331,12.65856,.366745,10.63679,.9826374
1880,"OH",8.288248,,,,
1900,"OH",8.71125,,1.311898,8.288248,2.115011
1920,"OH",9.000886,,1.629534,8.71125,1.448178
1929,"OH",9.242726,,,,
1930,"OH",9.114642,11.17725,,,
1931,"OH",9.04413,,,,
1932,"OH",8.810427,,,,
1933,"OH",8.82297,,,,
1934,"OH",8.958979,,,,
1935,"OH",9.063669,,,,
1936,"OH",9.189287,,,,
1937,"OH",9.241116,,,,
1938,"OH",9.117636,,,,
1939,"OH",9.224653,,,,
1940,"OH",9.286652,10.93293,.9244204,9.000886,1.428828
1941,"OH",9.4583,,,,
1942,"OH",9.572404,,,,
1943,"OH",9.719146,,,,
1944,"OH",9.748073,,,,
1945,"OH",9.746437,,,,
1946,"OH",9.640353,,,,
1947,"OH",9.572284,,,,
1948,"OH",9.587937,,,,
