year,stateabbrev,liInc,lvalue,dlpop,lagliInc,dliInc
2008,"IN",10.5312,,.7846165,10.3065,1.123471
2009,"IN",10.48614,,.7824039,10.337,.7456923
2010,"IN",10.48037,11.74193,.7757854,10.33046,.7495451
1880,"KS",7.901837,,,,
1900,"KS",8.538635,,1.947556,7.901837,3.18399
1920,"KS",8.816736,,.9248018,8.538635,1.390505
1929,"KS",8.861465,,,,
1930,"KS",8.750838,10.54652,,,
1931,"KS",8.691053,,,,
1932,"KS",8.402039,,,,
1933,"KS",8.388005,,,,
1934,"KS",8.497894,,,,
1935,"KS",8.699459,,,,
1936,"KS",8.755148,,,,
1937,"KS",8.819701,,,,
1938,"KS",8.730912,,,,
1939,"KS",8.742155,,,,
1940,"KS",8.840422,10.2546,.0526905,8.816736,.1184273
1941,"KS",9.054354,,,,
1942,"KS",9.383016,,,,
1943,"KS",9.53137,,,,
1944,"KS",9.62523,,,,
1945,"KS",9.599545,,,,
1946,"KS",9.489661,,,,
1947,"KS",9.49134,,,,
1948,"KS",9.448289,,,,
1949,"KS",9.430568,,.1529646,8.861465,2.845516
1950,"KS",9.540483,10.85941,.0868702,8.750838,3.948226
1951,"KS",9.554721,,.18013,8.691053,4.318337
1952,"KS",9.671421,,.2435732,8.402039,6.346912
1953,"KS",9.610959,,.3023386,8.388005,6.114769
1954,"KS",9.636314,,.4453039,8.497894,5.692101
1955,"KS",9.616297,,.5579519,8.699459,4.584188
1956,"KS",9.639871,,.6277037,8.755148,4.423614
1957,"KS",9.655185,,.683794,8.819701,4.177418
1958,"KS",9.711823,,.7544422,8.730912,4.904552
1959,"KS",9.704246,,.8453846,8.742155,4.810452
1960,"KS",9.717402,11.18605,.9980106,8.840422,4.384904
1961,"KS",9.735161,,1.129847,9.054354,3.404036
1962,"KS",9.759051,,1.160178,9.383016,1.880178
1963,"KS",9.777415,,1.036291,9.53137,1.230226
1964,"KS",9.818318,,1.127615,9.62523,.9654427
1965,"KS",9.868245,,1.247191,9.599545,1.343498
1966,"KS",9.913363,,.9950256,9.489661,2.118506
1967,"KS",9.930588,,.8568335,9.49134,2.19624
1968,"KS",9.964293,,.7903481,9.448289,2.580018
1969,"KS",10.00951,,.7488155,9.430568,2.894707
1970,"KS",10.02667,11.20558,.7986116,9.540483,2.43094
1971,"KS",10.06605,,.7069016,9.554721,2.556639
1972,"KS",10.14102,,.659008,9.671421,2.34798
1973,"KS",10.21351,,.635767,9.610959,3.012733
1974,"KS",10.18809,,.5245829,9.636314,2.758884
1975,"KS",10.18399,,.4248619,9.616297,2.838449
1976,"KS",10.20701,,.4068756,9.639871,2.835693
1977,"KS",10.22449,,.4272556,9.655185,2.846503
1978,"KS",10.2483,,.4266787,9.711823,2.682371
1979,"KS",10.26923,,.4159355,9.704246,2.824912
1980,"KS",10.22869,11.56453,.4089212,9.717402,2.556443
1981,"KS",10.24972,,.3694296,9.735161,2.572789
1982,"KS",10.2638,,.3676081,9.759051,2.523732
1983,"KS",10.26639,,.4288149,9.777415,2.444882
1984,"KS",10.31256,,.4645777,9.818318,2.471218
1985,"KS",10.32651,,.4782009,9.868245,2.291327
1986,"KS",10.35217,,.5025482,9.913363,2.194014
1987,"KS",10.35631,,.535512,9.930588,2.128592
1988,"KS",10.35601,,.5263376,9.964293,1.958609
1989,"KS",10.35723,,.5033875,10.00951,1.738591
1990,"KS",10.36319,11.42599,.4941988,10.02667,1.682587
1991,"KS",10.35312,,.5328465,10.06605,1.435375
1992,"KS",10.38116,,.5789137,10.14102,1.20069
1993,"KS",10.38463,,.6068087,10.21351,.8555984
1994,"KS",10.40088,,.645709,10.18809,1.063919
1995,"KS",10.4024,,.6616402,10.18399,1.092067
1996,"KS",10.43473,,.6438684,10.20701,1.13862
1997,"KS",10.46437,,.6418037,10.22449,1.199403
1998,"KS",10.50939,,.6573772,10.2483,1.305447
1999,"KS",10.51757,,.6595039,10.26923,1.241703
2000,"KS",10.54394,11.62,.6421232,10.22869,1.576223
2001,"KS",10.55695,,.6245708,10.24972,1.53616
2002,"KS",10.54395,,.6114006,10.2638,1.400771
2003,"KS",10.55678,,.5990887,10.26639,1.451917
2004,"KS",10.57183,,.6022358,10.31256,1.29632
2005,"KS",10.58013,,.615344,10.32651,1.268101
2006,"KS",10.616,,.6366253,10.35217,1.319151
2007,"KS",10.64959,,.6480837,10.35631,1.466441
2008,"KS",10.6792,,.6576395,10.35601,1.61593
2009,"KS",10.62274,,.6793261,10.35723,1.327543
2010,"KS",10.61646,11.72769,.708642,10.36319,1.266356
1880,"KY",7.780937,,,,
1900,"KY",8.096271,,1.320858,7.780937,1.576667
1920,"KY",8.433178,,.5911064,8.096271,1.684537
1929,"KY",8.554194,,,,
1930,"KY",8.390978,10.71258,,,
1931,"KY",8.36817,,,,
1932,"KY",8.150449,,,,
1933,"KY",8.178847,,,,
1934,"KY",8.278348,,,,
1935,"KY",8.387245,,,,
1936,"KY",8.475838,,,,
1937,"KY",8.586213,,,,
1938,"KY",8.469592,,,,
1939,"KY",8.513408,,,,
1940,"KY",8.556548,10.43423,.8404875,8.433178,.6168509
1941,"KY",8.718864,,,,
1942,"KY",8.926262,,,,
1943,"KY",9.131795,,,,
1944,"KY",9.204026,,,,
1945,"KY",9.227436,,,,
1946,"KY",9.174005,,,,
1947,"KY",9.083158,,,,
1948,"KY",9.146893,,,,
1949,"KY",9.100056,,.4457569,8.554194,2.729306
1950,"KY",9.142299,10.82609,.5636501,8.390978,3.756604
1951,"KY",9.221341,,.5171776,8.36817,4.265857
1952,"KY",9.271549,,.436306,8.150449,5.605502
1953,"KY",9.318955,,.366168,8.178847,5.700541
1954,"KY",9.300084,,.3201675,8.278348,5.108681
1955,"KY",9.347275,,.2863979,8.387245,4.800148
1956,"KY",9.39878,,.2294827,8.475838,4.614711
1957,"KY",9.402573,,.2521563,8.586213,4.081798
1958,"KY",9.405357,,.2795362,8.469592,4.678826
1959,"KY",9.435499,,.2988529,8.513408,4.610457
1960,"KY",9.436607,11.13078,.3085756,8.556548,4.400296
1961,"KY",9.48493,,.343914,8.718864,3.830328
1962,"KY",9.526663,,.4588795,8.926262,3.002005
1963,"KY",9.558372,,.7028484,9.131795,2.132888
1964,"KY",9.578939,,.8953381,9.204026,1.874566
1965,"KY",9.641394,,.9358692,9.227436,2.069788
1966,"KY",9.69984,,.6615305,9.174005,2.629175
1967,"KY",9.740668,,.620141,9.083158,3.287549
1968,"KY",9.782065,,.6295729,9.146893,3.175864
1969,"KY",9.827488,,.5777884,9.100056,3.637161
1970,"KY",9.840954,11.23717,.4780769,9.142299,3.493276
1971,"KY",9.861182,,.5732298,9.221341,3.199205
1972,"KY",9.92061,,.6661034,9.271549,3.245306
1973,"KY",9.969339,,.7481718,9.318955,3.25192
1974,"KY",9.970783,,.8168697,9.300084,3.353496
1975,"KY",9.955998,,.8782148,9.347275,3.043618
1976,"KY",9.999446,,.98701,9.39878,3.00333
1977,"KY",10.0437,,.9982252,9.402573,3.205638
1978,"KY",10.07708,,.9928179,9.405357,3.358593
1979,"KY",10.08738,,.9735394,9.435499,3.25942
1980,"KY",10.02565,11.46445,.9321451,9.436607,2.945194
1981,"KY",10.03041,,.9192324,9.48493,2.72738
1982,"KY",10.03097,,.896225,9.526663,2.521553
1983,"KY",10.03127,,.8836317,9.558372,2.364464
1984,"KY",10.10148,,.8319521,9.578939,2.612724
1985,"KY",10.10803,,.8135414,9.641394,2.333188
1986,"KY",10.11664,,.7929087,9.69984,2.083988
1987,"KY",10.13565,,.7472754,9.740668,1.974931
1988,"KY",10.17723,,.7066298,9.782065,1.975808
1989,"KY",10.19971,,.6982899,9.827488,1.861115
1990,"KY",10.20268,11.39288,.6702948,9.840954,1.808639
1991,"KY",10.21114,,.6047678,9.861182,1.749773
1992,"KY",10.24203,,.60534,9.92061,1.607108
1993,"KY",10.23579,,.6141472,9.969339,1.33224
1994,"KY",10.25258,,.5953121,9.970783,1.408973
1995,"KY",10.26056,,.5697584,9.955998,1.522799
1996,"KY",10.28302,,.522747,9.999446,1.417851
1997,"KY",10.31102,,.5022287,10.0437,1.336575
1998,"KY",10.35214,,.4927254,10.07708,1.375322
1999,"KY",10.36511,,.4890537,10.08738,1.388621
2000,"KY",10.40538,11.6576,.4992962,10.02565,1.898685
2001,"KY",10.4004,,.5144262,10.03041,1.849961
2002,"KY",10.40394,,.523324,10.03097,1.864853
2003,"KY",10.40024,,.5416441,10.03127,1.844878
2004,"KY",10.42368,,.5753183,10.10148,1.61099
2005,"KY",10.42995,,.6201792,10.10803,1.609612
2006,"KY",10.44377,,.6731176,10.11664,1.635642
2007,"KY",10.46053,,.7233524,10.13565,1.624374
2008,"KY",10.461,,.7667255,10.17723,1.418881
2009,"KY",10.44307,,.8019733,10.19971,1.216793
2010,"KY",10.43018,11.68105,.8129692,10.20268,1.137495
1880,"LA",8.039902,,,,
1900,"LA",8.160353,,1.925969,8.039902,.6022549
1920,"LA",8.495849,,1.318488,8.160353,1.67748
1929,"LA",8.609965,,,,
1930,"LA",8.486461,10.5327,,,
1931,"LA",8.465608,,,,
1932,"LA",8.290445,,,,
1933,"LA",8.287337,,,,
1934,"LA",8.412338,,,,
1935,"LA",8.482385,,,,
1936,"LA",8.595358,,,,
1937,"LA",8.630273,,,,
1938,"LA",8.636474,,,,
1939,"LA",8.683512,,,,
1940,"LA",8.689874,10.05117,1.379657,8.495849,.9701252
1941,"LA",8.853329,,,,
1942,"LA",9.025332,,,,
1943,"LA",9.250013,,,,
1944,"LA",9.340816,,,,
1945,"LA",9.33389,,,,
1946,"LA",9.185347,,,,
1947,"LA",9.10906,,,,
1948,"LA",9.170816,,,,
1949,"LA",9.239259,,1.166272,8.609965,3.146467
1950,"LA",9.266685,10.79884,1.239123,8.486461,3.901119
1951,"LA",9.272406,,1.325927,8.465608,4.03399
1952,"LA",9.309882,,1.383586,8.290445,5.097184
1953,"LA",9.351801,,1.372552,8.287337,5.322318
1954,"LA",9.341949,,1.347327,8.412338,4.648051
1955,"LA",9.388132,,1.396718,8.482385,4.528737
1956,"LA",9.446488,,1.500359,8.595358,4.255652
1957,"LA",9.485487,,1.610961,8.630273,4.276071
1958,"LA",9.469208,,1.613116,8.636474,4.163671
1959,"LA",9.491314,,1.590319,8.683512,4.039011
1960,"LA",9.476556,11.32628,1.594191,8.689874,3.933411
1961,"LA",9.496248,,1.368423,8.853329,3.214598
1962,"LA",9.522294,,1.374545,9.025332,2.484808
1963,"LA",9.564584,,1.384902,9.250013,1.572852
1964,"LA",9.599708,,1.646795,9.340816,1.29446
1965,"LA",9.648396,,1.853743,9.33389,1.572533
1966,"LA",9.705855,,1.673918,9.185347,2.602544
1967,"LA",9.757724,,1.641197,9.10906,3.243318
1968,"LA",9.801356,,1.638975,9.170816,3.152699
1969,"LA",9.801069,,1.588473,9.239259,2.809052
1970,"LA",9.813272,11.375,1.513224,9.266685,2.73294
1971,"LA",9.839582,,1.463628,9.272406,2.835884
1972,"LA",9.885174,,1.402168,9.309882,2.876458
1973,"LA",9.931005,,1.395712,9.351801,2.896018
1974,"LA",9.948374,,1.408038,9.341949,3.032126
1975,"LA",9.959488,,1.385899,9.388132,2.856779
1976,"LA",10.01605,,1.324534,9.446488,2.847824
1977,"LA",10.04902,,1.26977,9.485487,2.81765
1978,"LA",10.09961,,1.277308,9.469208,3.152013
1979,"LA",10.10577,,1.274414,9.491314,3.07229
1980,"LA",10.10318,11.69342,1.294212,9.476556,3.133111
1981,"LA",10.13573,,1.323738,9.496248,3.197389
1982,"LA",10.13147,,1.316547,9.522294,3.045893
1983,"LA",10.12874,,1.317754,9.564584,2.820759
1984,"LA",10.15099,,1.222491,9.599708,2.756414
1985,"LA",10.1523,,1.159134,9.648396,2.519531
1986,"LA",10.13171,,1.081142,9.705855,2.12925
1987,"LA",10.11409,,.9659433,9.757724,1.781812
1988,"LA",10.13776,,.8712673,9.801356,1.682029
1989,"LA",10.15996,,.8070135,9.801069,1.794457
1990,"LA",10.19031,11.53993,.727067,9.813272,1.885176
1991,"LA",10.19796,,.6823921,9.839582,1.791868
1992,"LA",10.22477,,.660224,9.885174,1.697984
1993,"LA",10.23609,,.6518412,9.931005,1.52544
1994,"LA",10.27062,,.6457901,9.948374,1.611218
1995,"LA",10.28087,,.5957079,9.959488,1.606932
1996,"LA",10.29168,,.5360985,10.01605,1.378112
1997,"LA",10.31419,,.4809952,10.04902,1.325889
1998,"LA",10.34651,,.4314041,10.09961,1.234488
1999,"LA",10.33985,,.3740025,10.10577,1.170411
2000,"LA",10.35446,11.6378,.2861977,10.10318,1.256394
2001,"LA",10.39691,,.2221298,10.13573,1.3059
2002,"LA",10.40036,,.1634693,10.13147,1.344428
2003,"LA",10.40335,,.1410198,10.12874,1.373067
2004,"LA",10.43011,,.1695299,10.15099,1.395617
2005,"LA",10.4672,,.187583,10.1523,1.574464
2006,"LA",10.54662,,-.11971,10.13171,2.074566
2007,"LA",10.59868,,.0360441,10.11409,2.422948
2008,"LA",10.6151,,.1681948,10.13776,2.386684
2009,"LA",10.56655,,.2730942,10.15996,2.032952
2010,"LA",10.56425,11.75104,.3682995,10.19031,1.869721
1880,"MA",8.789757,,,,
1900,"MA",9.027038,,2.265911,8.789757,1.186404
1920,"MA",9.250437,,1.585789,9.027038,1.116996
1929,"MA",9.406311,,,,
1930,"MA",9.349231,11.36082,,,
1931,"MA",9.347236,,,,
1932,"MA",9.239702,,,,
1933,"MA",9.200528,,,,
1934,"MA",9.254823,,,,
1935,"MA",9.287156,,,,
1936,"MA",9.376837,,,,
1937,"MA",9.365904,,,,
1938,"MA",9.300917,,,,
1939,"MA",9.389596,,,,
1940,"MA",9.456285,11.04944,.5705404,9.250437,1.029243
1941,"MA",9.551506,,,,
1942,"MA",9.623315,,,,
1943,"MA",9.726336,,,,
1944,"MA",9.738482,,,,
1945,"MA",9.75321,,,,
1946,"MA",9.705119,,,,
1947,"MA",9.596656,,,,
1948,"MA",9.57198,,,,
1949,"MA",9.562145,,.571413,9.406311,.779171
1950,"MA",9.663125,11.37469,.4883051,9.349231,1.569471
1951,"MA",9.681666,,.4563904,9.347236,1.672153
1952,"MA",9.704914,,.439167,9.239702,2.326059
1953,"MA",9.723703,,.5772257,9.200528,2.615876
1954,"MA",9.706886,,.6574821,9.254823,2.260318
1955,"MA",9.781574,,.5849504,9.287156,2.472091
1956,"MA",9.825336,,.5803633,9.376837,2.242494
1957,"MA",9.838207,,.6156111,9.365904,2.361517
1958,"MA",9.816506,,.6890917,9.300917,2.577949
1959,"MA",9.854665,,.8154106,9.389596,2.325344
1960,"MA",9.870568,11.5807,.8907223,9.456285,2.071414
1961,"MA",9.897557,,.8535051,9.551506,1.730256
1962,"MA",9.935969,,.911417,9.623315,1.563272
1963,"MA",9.946284,,1.11361,9.726336,1.099744
1964,"MA",9.979904,,1.112738,9.738482,1.207113
1965,"MA",10.01904,,1.22087,9.75321,1.329145
1966,"MA",10.06105,,.9952307,9.705119,1.779652
1967,"MA",10.10413,,.9901619,9.596656,2.53736
1968,"MA",10.14785,,.9198046,9.57198,2.879376
1969,"MA",10.17258,,.877037,9.562145,3.052182
1970,"MA",10.18315,11.71962,.9826803,9.663125,2.600107
1971,"MA",10.19918,,1.047435,9.681666,2.587547
1972,"MA",10.24048,,1.072192,9.704914,2.677851
1973,"MA",10.2627,,.9259844,9.723703,2.694964
1974,"MA",10.23946,,.8130503,9.706886,2.662883
1975,"MA",10.22315,,.8287668,9.781574,2.207899
1976,"MA",10.2474,,.8080292,9.825336,2.110305
1977,"MA",10.26915,,.7651854,9.838207,2.154737
1978,"MA",10.29724,,.6826591,9.816506,2.403665
1979,"MA",10.29649,,.5798388,9.854665,2.209148
1980,"MA",10.29024,11.81379,.5379009,9.870568,2.098351
1981,"MA",10.29742,,.5006933,9.897557,1.999307
1982,"MA",10.33091,,.4609156,9.935969,1.974697
1983,"MA",10.37758,,.4089069,9.946284,2.156491
1984,"MA",10.45013,,.3480721,9.979904,2.351122
1985,"MA",10.48666,,.3328514,10.01904,2.338085
1986,"MA",10.5375,,.3215742,10.06105,2.382264
1987,"MA",10.57624,,.2960348,10.10413,2.360582
1988,"MA",10.62113,,.3122091,10.14785,2.366385
1989,"MA",10.61889,,.3134012,10.17258,2.231531
1990,"MA",10.59754,12.56343,.2720499,10.18315,2.071991
1991,"MA",10.57872,,.2380991,10.19918,1.897731
1992,"MA",10.59552,,.2261353,10.24048,1.775174
1993,"MA",10.59667,,.2337074,10.2627,1.669869
1994,"MA",10.61833,,.2681255,10.23946,1.894331
1995,"MA",10.63737,,.3187561,10.22315,2.071056
1996,"MA",10.66507,,.3613806,10.2474,2.088385
1997,"MA",10.69663,,.4028511,10.26915,2.13738
1998,"MA",10.74675,,.4405069,10.29724,2.247534
1999,"MA",10.77412,,.473814,10.29649,2.388144
2000,"MA",10.83855,12.41928,.5084229,10.29024,2.741575
2001,"MA",10.84458,,.5174208,10.29742,2.735815
2002,"MA",10.83016,,.5304956,10.33091,2.496266
2003,"MA",10.82434,,.5103111,10.37758,2.233777
2004,"MA",10.85401,,.4667616,10.45013,2.019424
2005,"MA",10.86692,,.4256487,10.48666,1.90134
2006,"MA",10.90341,,.4123306,10.5375,1.829543
2007,"MA",10.93592,,.4015779,10.57624,1.798387
2008,"MA",10.92826,,.3929901,10.62113,1.535621
2009,"MA",10.88702,,.4008627,10.61889,1.340685
2010,"MA",10.8905,12.83219,.4252291,10.59754,1.464791
1880,"MD",8.252877,,,,
1900,"MD",8.624093,,1.197891,8.252877,1.856079
1920,"MD",9.028388,,.9951067,8.624093,2.021475
1929,"MD",9.240598,,,,
1930,"MD",9.189957,11.03802,,,
1931,"MD",9.173728,,,,
1932,"MD",9.061692,,,,
1933,"MD",9.020053,,,,
1934,"MD",9.103926,,,,
1935,"MD",9.129821,,,,
1936,"MD",9.232096,,,,
1937,"MD",9.269935,,,,
1938,"MD",9.242707,,,,
1939,"MD",9.30201,,,,
1940,"MD",9.363566,10.81364,1.189461,9.028388,1.675892
1941,"MD",9.517414,,,,
1942,"MD",9.662961,,,,
1943,"MD",9.745858,,,,
1944,"MD",9.756958,,,,
1945,"MD",9.725757,,,,
1946,"MD",9.644048,,,,
1947,"MD",9.538999,,,,
1948,"MD",9.564628,,,,
1949,"MD",9.571506,,1.811981,9.240598,1.654539
1950,"MD",9.653833,11.24515,1.821432,9.189957,2.319384
1951,"MD",9.679454,,1.936994,9.173728,2.528629
1952,"MD",9.728736,,1.993442,9.061692,3.335218
1953,"MD",9.759023,,2.078228,9.020053,3.694849
1954,"MD",9.710848,,2.255936,9.103926,3.034611
1955,"MD",9.769757,,2.305722,9.129821,3.199682
1956,"MD",9.820108,,2.383928,9.232096,2.940063
1957,"MD",9.824367,,2.467294,9.269935,2.77216
1958,"MD",9.771553,,2.619386,9.242707,2.644229
1959,"MD",9.791444,,2.682419,9.30201,2.447171
1960,"MD",9.80984,11.43257,2.631826,9.363566,2.231369
1961,"MD",9.840611,,2.524304,9.517414,1.615982
1962,"MD",9.881572,,2.417588,9.662961,1.093054
1963,"MD",9.89992,,2.395711,9.745858,.7703066
1964,"MD",9.943801,,2.411098,9.756958,.9342146
1965,"MD",9.98567,,2.586641,9.725757,1.299567
1966,"MD",10.03055,,2.531624,9.644048,1.932492
1967,"MD",10.07015,,2.550139,9.538999,2.65574
1968,"MD",10.11611,,2.593603,9.564628,2.75743
1969,"MD",10.17595,,2.536492,9.571506,3.022218
1970,"MD",10.20233,11.62174,2.570724,9.653833,2.7425
1971,"MD",10.22782,,2.497487,9.679454,2.741847
1972,"MD",10.27501,,2.450404,9.728736,2.731371
1973,"MD",10.30928,,2.352257,9.759023,2.751265
1974,"MD",10.2972,,2.157025,9.710848,2.931781
1975,"MD",10.28854,,2.080784,9.769757,2.593904
1976,"MD",10.32187,,1.974435,9.820108,2.508817
1977,"MD",10.34046,,1.892252,9.824367,2.580452
1978,"MD",10.36695,,1.726289,9.771553,2.97698
1979,"MD",10.35855,,1.601329,9.791444,2.835507
1980,"MD",10.3449,12.01314,1.53029,9.80984,2.675309
1981,"MD",10.34649,,1.470466,9.840611,2.529411
1982,"MD",10.36456,,1.359944,9.881572,2.414951
1983,"MD",10.40159,,1.210303,9.89992,2.508349
1984,"MD",10.45408,,1.116004,9.943801,2.551374
1985,"MD",10.49477,,1.018186,9.98567,2.545514
1986,"MD",10.53355,,.9709692,10.03055,2.515035
1987,"MD",10.55908,,.9745979,10.07015,2.444692
1988,"MD",10.58943,,.9981203,10.11611,2.366595
1989,"MD",10.60235,,1.003084,10.17595,2.13202
1990,"MD",10.59244,12.22879,.9894133,10.20233,1.950545
1991,"MD",10.57736,,.9535217,10.22782,1.747708
1992,"MD",10.58274,,.9381056,10.27501,1.538649
1993,"MD",10.58157,,.9530544,10.30928,1.361485
1994,"MD",10.59483,,.9747696,10.2972,1.488152
1995,"MD",10.59887,,.9925175,10.28854,1.551652
1996,"MD",10.60925,,1.015806,10.32187,1.436872
1997,"MD",10.63281,,1.033053,10.34046,1.461773
1998,"MD",10.67568,,1.058321,10.36695,1.543641
1999,"MD",10.70067,,1.092234,10.35855,1.710625
2000,"MD",10.74124,12.17876,1.140709,10.3449,1.981711
2001,"MD",10.75624,,1.159925,10.34649,2.048731
2002,"MD",10.7648,,1.196074,10.36456,2.001185
2003,"MD",10.77048,,1.211796,10.40159,1.844473
2004,"MD",10.81107,,1.197853,10.45408,1.784978
2005,"MD",10.8278,,1.184173,10.49477,1.66513
2006,"MD",10.84494,,1.132336,10.53355,1.556954
2007,"MD",10.86761,,1.068592,10.55908,1.54263
2008,"MD",10.86782,,.9962988,10.58943,1.391931
2009,"MD",10.84309,,.9621429,10.60235,1.20368
2010,"MD",10.84603,12.7409,.9343481,10.59244,1.267924
1880,"ME",8.117566,,,,
1900,"ME",8.53961,,.3390455,8.117566,2.110219
1920,"ME",8.85487,,.5033255,8.53961,1.5763
1929,"ME",8.987679,,,,
1930,"ME",8.965973,10.70181,,,
1931,"ME",8.90544,,,,
1932,"ME",8.749292,,,,
1933,"ME",8.781417,,,,
1934,"ME",8.866693,,,,
1935,"ME",8.881885,,,,
1936,"ME",9.025468,,,,
1937,"ME",8.998863,,,,
1938,"ME",8.941648,,,,
1939,"ME",9.004293,,,,
1940,"ME",9.059583,10.40189,.501256,8.85487,1.023564
1941,"ME",9.193414,,,,
1942,"ME",9.395881,,,,
1943,"ME",9.588802,,,,
1944,"ME",9.571432,,,,
1945,"ME",9.527822,,,,
1946,"ME",9.494332,,,,
1947,"ME",9.389073,,,,
1948,"ME",9.369739,,,,
1949,"ME",9.33468,,.624342,8.987679,1.735001
1950,"ME",9.333086,10.74181,.682478,8.965973,1.835566
1951,"ME",9.357404,,.6334639,8.90544,2.259817
1952,"ME",9.426091,,.57868,8.749292,3.383994
1953,"ME",9.424987,,.5310631,8.781417,3.21785
1954,"ME",9.416338,,.5586672,8.866693,2.748227
1955,"ME",9.510005,,.5542374,8.881885,3.140602
1956,"ME",9.549059,,.5517387,9.025468,2.617955
1957,"ME",9.54657,,.5664301,8.998863,2.738533
1958,"ME",9.555634,,.5657959,8.941648,3.069935
1959,"ME",9.575753,,.6164217,9.004293,2.857299
1960,"ME",9.598527,11.13078,.6918907,9.059583,2.694721
1961,"ME",9.578764,,.7757807,9.193414,1.926751
1962,"ME",9.610626,,.8535957,9.395881,1.073728
1963,"ME",9.630875,,1.043234,9.588802,.2103615
1964,"ME",9.696379,,1.049442,9.571432,.624733
1965,"ME",9.75458,,1.088209,9.527822,1.13379
1966,"ME",9.787295,,.896616,9.494332,1.464815
1967,"ME",9.802372,,.809083,9.389073,2.066493
1968,"ME",9.838142,,.620451,9.369739,2.342019
1969,"ME",9.884494,,.4699993,9.33468,2.749071
1970,"ME",9.912909,11.26166,.4171324,9.333086,2.899113
1971,"ME",9.920576,,.5164719,9.357404,2.815862
1972,"ME",9.961186,,.6152773,9.426091,2.675476
1973,"ME",10.01107,,.6819725,9.424987,2.930393
1974,"ME",10.00335,,.6705904,9.416338,2.935047
1975,"ME",9.973156,,.6949902,9.510005,2.315755
1976,"ME",10.04267,,.7507324,9.549059,2.468038
1977,"ME",10.0505,,.7943392,9.54657,2.519641
1978,"ME",10.06852,,.8344698,9.555634,2.56443
1979,"ME",10.06191,,.8083487,9.575753,2.430801
1980,"ME",10.0525,11.56717,.7237625,9.598527,2.26984
1981,"ME",10.04938,,.6495523,9.578764,2.353086
1982,"ME",10.06688,,.6706619,9.610626,2.28126
1983,"ME",10.09856,,.7111502,9.630875,2.338424
1984,"ME",10.15378,,.7583666,9.696379,2.287006
1985,"ME",10.18806,,.7697582,9.75458,2.167392
1986,"ME",10.2427,,.7905579,9.787295,2.277017
1987,"ME",10.28068,,.8269691,9.802372,2.391548
1988,"ME",10.31741,,.957675,9.838142,2.396321
1989,"ME",10.33791,,1.03426,9.884494,2.267084
1990,"ME",10.31644,11.9414,1.058159,9.912909,2.017655
1991,"ME",10.28945,,.9859943,9.920576,1.844363
1992,"ME",10.30222,,.8984137,9.961186,1.705184
1993,"ME",10.2985,,.857954,10.01107,1.437192
1994,"ME",10.31833,,.7946968,10.00335,1.574931
1995,"ME",10.33147,,.7359743,9.973156,1.791558
1996,"ME",10.3566,,.6812525,10.04267,1.569662
1997,"ME",10.38196,,.6338835,10.0505,1.657286
1998,"ME",10.43521,,.6057692,10.06852,1.833448
1999,"ME",10.45312,,.5939102,10.06191,1.956034
2000,"ME",10.47978,11.78724,.6256771,10.0525,2.136431
2001,"ME",10.50574,,.6319952,10.04938,2.281804
2002,"ME",10.51338,,.6556892,10.06688,2.232494
2003,"ME",10.52508,,.6607819,10.09856,2.132626
2004,"ME",10.55453,,.6409502,10.15378,2.003727
2005,"ME",10.54105,,.628829,10.18806,1.76496
2006,"ME",10.55222,,.616293,10.2427,1.547627
2007,"ME",10.57425,,.5678225,10.28068,1.467838
2008,"ME",10.5745,,.500226,10.31741,1.285462
2009,"ME",10.56381,,.4302549,10.33791,1.129508
2010,"ME",10.55602,12.10085,.3746891,10.31644,1.197915
1880,"MI",8.277089,,,,
1900,"MI",8.530313,,1.956735,8.277089,1.266117
1920,"MI",9.017958,,2.077928,8.530313,2.438226
1929,"MI",9.269209,,,,
1930,"MI",9.106909,11.15115,,,
1931,"MI",9.004403,,,,
1932,"MI",8.793692,,,,
1933,"MI",8.718378,,,,
1934,"MI",8.956285,,,,
1935,"MI",9.090956,,,,
1936,"MI",9.231625,,,,
1937,"MI",9.298403,,,,
1938,"MI",9.137817,,,,
1939,"MI",9.241902,,,,
1940,"MI",9.319019,10.75662,1.853871,9.017958,1.505308
1941,"MI",9.467292,,,,
1942,"MI",9.600202,,,,
1943,"MI",9.796598,,,,
1944,"MI",9.805573,,,,
1945,"MI",9.734694,,,,
1946,"MI",9.654604,,,,
1947,"MI",9.616738,,,,
1948,"MI",9.606789,,,,
1949,"MI",9.594764,,1.390214,9.269209,1.627774
1950,"MI",9.702025,11.17597,1.408587,9.106909,2.975583
1951,"MI",9.72596,,1.515708,9.004403,3.607783
1952,"MI",9.75314,,1.650882,8.793692,4.797244
1953,"MI",9.84936,,1.77856,8.718378,5.654907
1954,"MI",9.783242,,1.935477,8.956285,4.134784
1955,"MI",9.862451,,2.04658,9.090956,3.857474
1956,"MI",9.864659,,2.117529,9.231625,3.165174
1957,"MI",9.846795,,2.105222,9.298403,2.741961
1958,"MI",9.787825,,2.081747,9.137817,3.250036
1959,"MI",9.828807,,2.048616,9.241902,2.934523
1960,"MI",9.846922,11.44094,1.939697,9.319019,2.639513
1961,"MI",9.83315,,1.835318,9.467292,1.82929
1962,"MI",9.889752,,1.784363,9.600202,1.447754
1963,"MI",9.928875,,2.005038,9.796598,.6613827
