year,stateabbrev,lagliInc,dliInc,sid,highReg
1970,"WA",9.700585,2.086406,"WA",1
1971,"WA",9.710383,2.023787,"WA",1
1972,"WA",9.743327,2.089944,"WA",1
1973,"WA",9.781847,2.167187,"WA",1
1974,"WA",9.779514,2.200012,"WA",1
1975,"WA",9.8016,2.170324,"WA",1
1976,"WA",9.813761,2.2895,"WA",1
1977,"WA",9.821815,2.356911,"WA",1
1978,"WA",9.795951,2.737112,"WA",1
1979,"WA",9.832386,2.568016,"WA",1
1980,"WA",9.838174,2.372627,"WA",1
1981,"WA",9.868011,2.185097,"WA",1
1982,"WA",9.914751,1.899991,"WA",1
1983,"WA",9.921806,1.983919,"WA",1
1984,"WA",9.953048,1.921978,"WA",1
1985,"WA",10.0106,1.685462,"WA",1
1986,"WA",10.07761,1.525712,"WA",1
1987,"WA",10.10088,1.44218,"WA",1
1988,"WA",10.13601,1.355109,"WA",1
1989,"WA",10.14842,1.438708,"WA",1
1990,"WA",10.11787,1.652317,"WA",1
1991,"WA",10.11514,1.694956,"WA",1
1992,"WA",10.16132,1.552553,"WA",1
1993,"WA",10.21528,1.263018,"WA",1
1994,"WA",10.21952,1.302023,"WA",1
1995,"WA",10.23566,1.251998,"WA",1
1996,"WA",10.27166,1.232762,"WA",1
1997,"WA",10.2932,1.294117,"WA",1
1998,"WA",10.34337,1.339002,"WA",1
1999,"WA",10.34599,1.503143,"WA",1
2000,"WA",10.3127,1.804638,"WA",1
2001,"WA",10.30503,1.787648,"WA",1
2002,"WA",10.29475,1.784949,"WA",1
2003,"WA",10.31859,1.669779,"WA",1
2004,"WA",10.33744,1.779127,"WA",1
2005,"WA",10.3477,1.68704,"WA",1
2006,"WA",10.38276,1.683822,"WA",1
2007,"WA",10.38931,1.869059,"WA",1
2008,"WA",10.40703,1.791863,"WA",1
2009,"WA",10.43616,1.376553,"WA",1
2010,"WA",10.44833,1.277938,"WA",1
2011,"WA",10.44833,1.277938,"WA",1
2012,"WA",10.44833,.2655478,"WA",1
1940,"WI",8.849684,1.232548,"WI",0
1941,"WI",,,"WI",0
1942,"WI",,,"WI",0
1943,"WI",,,"WI",0
1944,"WI",,,"WI",0
1945,"WI",,,"WI",0
1946,"WI",,,"WI",0
1947,"WI",,,"WI",0
1948,"WI",,,"WI",0
1949,"WI",9.10123,1.959739,"WI",0
1950,"WI",8.987682,2.887096,"WI",0
1951,"WI",8.860511,3.860402,"WI",0
1952,"WI",8.703778,4.732232,"WI",0
1953,"WI",8.672051,4.960332,"WI",0
1954,"WI",8.774033,4.232659,"WI",0
1955,"WI",8.94473,3.67805,"WI",0
1956,"WI",9.0465,3.396258,"WI",0
1957,"WI",9.074573,3.262157,"WI",0
1958,"WI",9.01147,3.470569,"WI",0
1959,"WI",9.03974,3.637123,"WI",0
1960,"WI",9.096193,3.351192,"WI",0
1961,"WI",9.252882,2.618546,"WI",0
1962,"WI",9.403229,2.0502,"WI",0
1963,"WI",9.540577,1.392074,"WI",0
1964,"WI",9.575661,1.466599,"WI",0
1965,"WI",9.615858,1.502342,"WI",0
1966,"WI",9.557098,2.059455,"WI",0
1967,"WI",9.48945,2.500496,"WI",0
1968,"WI",9.514716,2.56114,"WI",0
1969,"WI",9.493177,2.843976,"WI",0
1970,"WI",9.565102,2.509599,"WI",0
1971,"WI",9.632591,2.273078,"WI",0
1972,"WI",9.650225,2.43506,"WI",0
1973,"WI",9.664118,2.605224,"WI",0
1974,"WI",9.620564,2.757192,"WI",0
1975,"WI",9.68034,2.424359,"WI",0
1976,"WI",9.725752,2.37854,"WI",0
1977,"WI",9.727004,2.571716,"WI",0
1978,"WI",9.705584,2.852969,"WI",0
1979,"WI",9.767164,2.552638,"WI",0
1980,"WI",9.766432,2.383981,"WI",0
1981,"WI",9.776591,2.264462,"WI",0
1982,"WI",9.813269,2.04834,"WI",0
1983,"WI",9.818992,2.053518,"WI",0
1984,"WI",9.86898,2.024698,"WI",0
1985,"WI",9.916327,1.839046,"WI",0
1986,"WI",9.968989,1.734304,"WI",0
1987,"WI",9.989549,1.708584,"WI",0
1988,"WI",10.02694,1.566291,"WI",0
1989,"WI",10.06197,1.530004,"WI",0
1990,"WI",10.06702,1.467328,"WI",0
1991,"WI",10.08721,1.299543,"WI",0
1992,"WI",10.13724,1.210546,"WI",0
1993,"WI",10.18516,1.004038,"WI",0
1994,"WI",10.172,1.218061,"WI",0
1995,"WI",10.16521,1.302896,"WI",0
1996,"WI",10.20146,1.220665,"WI",0
1997,"WI",10.24135,1.170306,"WI",0
1998,"WI",10.27618,1.277547,"WI",0
1999,"WI",10.27769,1.35118,"WI",0
2000,"WI",10.24323,1.620317,"WI",0
2001,"WI",10.22948,1.711497,"WI",0
2002,"WI",10.22294,1.779819,"WI",0
2003,"WI",10.2297,1.764703,"WI",0
2004,"WI",10.27392,1.616077,"WI",0
2005,"WI",10.28414,1.559787,"WI",0
2006,"WI",10.31585,1.489501,"WI",0
2007,"WI",10.33127,1.479826,"WI",0
2008,"WI",10.3402,1.401649,"WI",0
2009,"WI",10.36797,1.098275,"WI",0
2010,"WI",10.36049,1.172566,"WI",0
2011,"WI",10.36049,1.172566,"WI",0
2012,"WI",10.36049,.2689562,"WI",0
1940,"WV",8.679425,.6238079,"WV",0
1941,"WV",,,"WV",0
1942,"WV",,,"WV",0
1943,"WV",,,"WV",0
1944,"WV",,,"WV",0
1945,"WV",,,"WV",0
1946,"WV",,,"WV",0
1947,"WV",,,"WV",0
1948,"WV",,,"WV",0
1949,"WV",8.723453,2.320018,"WV",0
1950,"WV",8.628656,2.899022,"WV",0
1951,"WV",8.581872,3.3288,"WV",0
1952,"WV",8.362037,4.598174,"WV",0
1953,"WV",8.420907,4.379582,"WV",0
1954,"WV",8.58209,3.331122,"WV",0
1955,"WV",8.6369,3.444748,"WV",0
1956,"WV",8.768156,3.294001,"WV",0
1957,"WV",8.803106,3.336968,"WV",0
1958,"WV",8.700161,3.695049,"WV",0
1959,"WV",8.763438,3.470869,"WV",0
1960,"WV",8.804187,3.267903,"WV",0
1961,"WV",8.956755,2.586083,"WV",0
1962,"WV",9.061159,2.279997,"WV",0
1963,"WV",9.189715,1.820354,"WV",0
1964,"WV",9.276759,1.63897,"WV",0
1965,"WV",9.33429,1.63702,"WV",0
1966,"WV",9.292191,2.029786,"WV",0
1967,"WV",9.266196,2.322035,"WV",0
1968,"WV",9.261119,2.4512,"WV",0
1969,"WV",9.187456,2.901354,"WV",0
1970,"WV",9.208461,3.05624,"WV",0
1971,"WV",9.247632,3.046932,"WV",0
1972,"WV",9.281672,3.151751,"WV",0
1973,"WV",9.296824,3.211989,"WV",0
1974,"WV",9.248315,3.43926,"WV",0
1975,"WV",9.32585,3.183422,"WV",0
1976,"WV",9.426956,2.872014,"WV",0
1977,"WV",9.4705,2.825875,"WV",0
1978,"WV",9.439171,3.121662,"WV",0
1979,"WV",9.457612,2.995534,"WV",0
1980,"WV",9.457767,2.810421,"WV",0
1981,"WV",9.473971,2.655473,"WV",0
1982,"WV",9.517159,2.457018,"WV",0
1983,"WV",9.553786,2.240257,"WV",0
1984,"WV",9.604553,2.166409,"WV",0
1985,"WV",9.661694,1.939588,"WV",0
1986,"WV",9.698148,1.829,"WV",0
1987,"WV",9.730603,1.666017,"WV",0
1988,"WV",9.751359,1.73738,"WV",0
1989,"WV",9.767727,1.754537,"WV",0
1990,"WV",9.819709,1.604657,"WV",0
1991,"WV",9.857018,1.432004,"WV",0
1992,"WV",9.912022,1.328354,"WV",0
1993,"WV",9.939221,1.188145,"WV",0
1994,"WV",9.936167,1.289873,"WV",0
1995,"WV",9.962534,1.174636,"WV",0
1996,"WV",10.00136,1.041212,"WV",0
1997,"WV",10.03568,.9686422,"WV",0
1998,"WV",10.0635,1.027942,"WV",0
1999,"WV",10.05672,1.091695,"WV",0
2000,"WV",10.01985,1.370912,"WV",0
2001,"WV",10.00507,1.610632,"WV",0
2002,"WV",10.00856,1.667109,"WV",0
2003,"WV",10.00184,1.683998,"WV",0
2004,"WV",10.03784,1.572642,"WV",0
2005,"WV",10.04961,1.529455,"WV",0
2006,"WV",10.06395,1.614542,"WV",0
2007,"WV",10.06381,1.707001,"WV",0
2008,"WV",10.09883,1.62045,"WV",0
2009,"WV",10.11863,1.482296,"WV",0
2010,"WV",10.14064,1.389151,"WV",0
2011,"WV",10.14064,1.389151,"WV",0
2012,"WV",10.14064,.2877512,"WV",0
1940,"WY",9.242932,-.2902794,"WY",0
1941,"WY",,,"WY",0
1942,"WY",,,"WY",0
1943,"WY",,,"WY",0
1944,"WY",,,"WY",0
1945,"WY",,,"WY",0
1946,"WY",,,"WY",0
1947,"WY",,,"WY",0
1948,"WY",,,"WY",0
1949,"WY",9.09831,2.84111,"WY",0
1950,"WY",8.978125,3.605051,"WY",0
1951,"WY",8.873252,4.404974,"WY",0
1952,"WY",8.735842,4.876361,"WY",0
1953,"WY",8.775445,4.689317,"WY",0
1954,"WY",8.853652,4.065428,"WY",0
1955,"WY",9.019764,3.411283,"WY",0
1956,"WY",9.108809,3.146338,"WY",0
1957,"WY",9.166672,2.994342,"WY",0
1958,"WY",9.109585,3.242249,"WY",0
1959,"WY",9.167504,3.136115,"WY",0
1960,"WY",9.184876,3.033714,"WY",0
1961,"WY",9.394944,2.085094,"WY",0
1962,"WY",9.486982,1.806335,"WY",0
1963,"WY",9.625476,1.107631,"WY",0
1964,"WY",9.672626,.9085751,"WY",0
1965,"WY",9.677376,1.084194,"WY",0
1966,"WY",9.672082,1.254025,"WY",0
1967,"WY",9.636927,1.644826,"WY",0
1968,"WY",9.628588,1.779232,"WY",0
1969,"WY",9.666533,1.759267,"WY",0
1970,"WY",9.699135,1.748624,"WY",0
1971,"WY",9.754247,1.684046,"WY",0
1972,"WY",9.711114,2.228413,"WY",0
1973,"WY",9.713308,2.608552,"WY",0
1974,"WY",9.666738,2.977872,"WY",0
1975,"WY",9.702021,2.809076,"WY",0
1976,"WY",9.738077,2.70937,"WY",0
1977,"WY",9.76554,2.861433,"WY",0
1978,"WY",9.758035,3.226953,"WY",0
1979,"WY",9.794727,3.084397,"WY",0
1980,"WY",9.791619,2.98738,"WY",0
1981,"WY",9.811963,2.860599,"WY",0
1982,"WY",9.848249,2.587147,"WY",0
1983,"WY",9.847002,2.187276,"WY",0
1984,"WY",9.854341,2.212272,"WY",0
1985,"WY",9.894215,2.099972,"WY",0
1986,"WY",9.922887,1.902232,"WY",0
1987,"WY",9.965892,1.522889,"WY",0
1988,"WY",9.984434,1.410961,"WY",0
1989,"WY",10.01839,1.506524,"WY",0
1990,"WY",10.04886,1.536889,"WY",0
1991,"WY",10.09106,1.305952,"WY",0
1992,"WY",10.1568,1.028056,"WY",0
1993,"WY",10.23502,.6723166,"WY",0
1994,"WY",10.26231,.5752563,"WY",0
1995,"WY",10.26384,.5743647,"WY",0
1996,"WY",10.27995,.549016,"WY",0
1997,"WY",10.33783,.4813766,"WY",0
1998,"WY",10.40343,.425787,"WY",0
1999,"WY",10.41161,.59762,"WY",0
2000,"WY",10.3891,.9114695,"WY",0
2001,"WY",10.38408,1.119719,"WY",0
2002,"WY",10.36568,1.240129,"WY",0
2003,"WY",10.28446,1.799726,"WY",0
2004,"WY",10.29679,1.958251,"WY",0
2005,"WY",10.31421,2.128682,"WY",0
2006,"WY",10.30333,2.592888,"WY",0
2007,"WY",10.27047,2.816563,"WY",0
2008,"WY",10.26663,3.043575,"WY",0
2009,"WY",10.31969,2.157564,"WY",0
2010,"WY",10.35624,2.000489,"WY",0
2011,"WY",10.35624,2.000489,"WY",0
2012,"WY",10.35624,.468647,"WY",0
