year,stateabbrev,lagliInc,dliInc,sid,highReg
1957,"MD",9.269935,2.77216,"MD",1
1958,"MD",9.242707,2.644229,"MD",1
1959,"MD",9.30201,2.447171,"MD",1
1960,"MD",9.363566,2.231369,"MD",1
1961,"MD",9.517414,1.615982,"MD",1
1962,"MD",9.662961,1.093054,"MD",1
1963,"MD",9.745858,.7703066,"MD",1
1964,"MD",9.756958,.9342146,"MD",1
1965,"MD",9.725757,1.299567,"MD",1
1966,"MD",9.644048,1.932492,"MD",1
1967,"MD",9.538999,2.65574,"MD",1
1968,"MD",9.564628,2.75743,"MD",1
1969,"MD",9.571506,3.022218,"MD",1
1970,"MD",9.653833,2.7425,"MD",1
1971,"MD",9.679454,2.741847,"MD",1
1972,"MD",9.728736,2.731371,"MD",1
1973,"MD",9.759023,2.751265,"MD",1
1974,"MD",9.710848,2.931781,"MD",1
1975,"MD",9.769757,2.593904,"MD",1
1976,"MD",9.820108,2.508817,"MD",1
1977,"MD",9.824367,2.580452,"MD",1
1978,"MD",9.771553,2.97698,"MD",1
1979,"MD",9.791444,2.835507,"MD",1
1980,"MD",9.80984,2.675309,"MD",1
1981,"MD",9.840611,2.529411,"MD",1
1982,"MD",9.881572,2.414951,"MD",1
1983,"MD",9.89992,2.508349,"MD",1
1984,"MD",9.943801,2.551374,"MD",1
1985,"MD",9.98567,2.545514,"MD",1
1986,"MD",10.03055,2.515035,"MD",1
1987,"MD",10.07015,2.444692,"MD",1
1988,"MD",10.11611,2.366595,"MD",1
1989,"MD",10.17595,2.13202,"MD",1
1990,"MD",10.20233,1.950545,"MD",1
1991,"MD",10.22782,1.747708,"MD",1
1992,"MD",10.27501,1.538649,"MD",1
1993,"MD",10.30928,1.361485,"MD",1
1994,"MD",10.2972,1.488152,"MD",1
1995,"MD",10.28854,1.551652,"MD",1
1996,"MD",10.32187,1.436872,"MD",1
1997,"MD",10.34046,1.461773,"MD",1
1998,"MD",10.36695,1.543641,"MD",1
1999,"MD",10.35855,1.710625,"MD",1
2000,"MD",10.3449,1.981711,"MD",1
2001,"MD",10.34649,2.048731,"MD",1
2002,"MD",10.36456,2.001185,"MD",1
2003,"MD",10.40159,1.844473,"MD",1
2004,"MD",10.45408,1.784978,"MD",1
2005,"MD",10.49477,1.66513,"MD",1
2006,"MD",10.53355,1.556954,"MD",1
2007,"MD",10.55908,1.54263,"MD",1
2008,"MD",10.58943,1.391931,"MD",1
2009,"MD",10.60235,1.20368,"MD",1
2010,"MD",10.59244,1.267924,"MD",1
2011,"MD",10.59244,1.267924,"MD",1
2012,"MD",10.59244,.310586,"MD",1
1940,"ME",8.85487,1.023564,"ME",0
1941,"ME",,,"ME",0
1942,"ME",,,"ME",0
1943,"ME",,,"ME",0
1944,"ME",,,"ME",0
1945,"ME",,,"ME",0
1946,"ME",,,"ME",0
1947,"ME",,,"ME",0
1948,"ME",,,"ME",0
1949,"ME",8.987679,1.735001,"ME",0
1950,"ME",8.965973,1.835566,"ME",0
1951,"ME",8.90544,2.259817,"ME",0
1952,"ME",8.749292,3.383994,"ME",0
1953,"ME",8.781417,3.21785,"ME",0
1954,"ME",8.866693,2.748227,"ME",0
1955,"ME",8.881885,3.140602,"ME",0
1956,"ME",9.025468,2.617955,"ME",0
1957,"ME",8.998863,2.738533,"ME",0
1958,"ME",8.941648,3.069935,"ME",0
1959,"ME",9.004293,2.857299,"ME",0
1960,"ME",9.059583,2.694721,"ME",0
1961,"ME",9.193414,1.926751,"ME",0
1962,"ME",9.395881,1.073728,"ME",0
1963,"ME",9.588802,.2103615,"ME",0
1964,"ME",9.571432,.624733,"ME",0
1965,"ME",9.527822,1.13379,"ME",0
1966,"ME",9.494332,1.464815,"ME",0
1967,"ME",9.389073,2.066493,"ME",0
1968,"ME",9.369739,2.342019,"ME",0
1969,"ME",9.33468,2.749071,"ME",0
1970,"ME",9.333086,2.899113,"ME",0
1971,"ME",9.357404,2.815862,"ME",0
1972,"ME",9.426091,2.675476,"ME",0
1973,"ME",9.424987,2.930393,"ME",0
1974,"ME",9.416338,2.935047,"ME",0
1975,"ME",9.510005,2.315755,"ME",0
1976,"ME",9.549059,2.468038,"ME",0
1977,"ME",9.54657,2.519641,"ME",0
1978,"ME",9.555634,2.56443,"ME",0
1979,"ME",9.575753,2.430801,"ME",0
1980,"ME",9.598527,2.26984,"ME",0
1981,"ME",9.578764,2.353086,"ME",0
1982,"ME",9.610626,2.28126,"ME",0
1983,"ME",9.630875,2.338424,"ME",0
1984,"ME",9.696379,2.287006,"ME",0
1985,"ME",9.75458,2.167392,"ME",0
1986,"ME",9.787295,2.277017,"ME",0
1987,"ME",9.802372,2.391548,"ME",0
1988,"ME",9.838142,2.396321,"ME",0
1989,"ME",9.884494,2.267084,"ME",0
1990,"ME",9.912909,2.017655,"ME",0
1991,"ME",9.920576,1.844363,"ME",0
1992,"ME",9.961186,1.705184,"ME",0
1993,"ME",10.01107,1.437192,"ME",0
1994,"ME",10.00335,1.574931,"ME",0
1995,"ME",9.973156,1.791558,"ME",0
1996,"ME",10.04267,1.569662,"ME",0
1997,"ME",10.0505,1.657286,"ME",0
1998,"ME",10.06852,1.833448,"ME",0
1999,"ME",10.06191,1.956034,"ME",0
2000,"ME",10.0525,2.136431,"ME",0
2001,"ME",10.04938,2.281804,"ME",0
2002,"ME",10.06688,2.232494,"ME",0
2003,"ME",10.09856,2.132626,"ME",0
2004,"ME",10.15378,2.003727,"ME",0
2005,"ME",10.18806,1.76496,"ME",0
2006,"ME",10.2427,1.547627,"ME",0
2007,"ME",10.28068,1.467838,"ME",0
2008,"ME",10.31741,1.285462,"ME",0
2009,"ME",10.33791,1.129508,"ME",0
2010,"ME",10.31644,1.197915,"ME",0
2011,"ME",10.31644,1.197915,"ME",0
2012,"ME",10.31644,.2965841,"ME",0
1940,"MI",9.017958,1.505308,"MI",0
1941,"MI",,,"MI",0
1942,"MI",,,"MI",0
1943,"MI",,,"MI",0
1944,"MI",,,"MI",0
1945,"MI",,,"MI",0
1946,"MI",,,"MI",0
1947,"MI",,,"MI",0
1948,"MI",,,"MI",0
1949,"MI",9.269209,1.627774,"MI",0
1950,"MI",9.106909,2.975583,"MI",0
1951,"MI",9.004403,3.607783,"MI",0
1952,"MI",8.793692,4.797244,"MI",0
1953,"MI",8.718378,5.654907,"MI",0
1954,"MI",8.956285,4.134784,"MI",0
1955,"MI",9.090956,3.857474,"MI",0
1956,"MI",9.231625,3.165174,"MI",0
1957,"MI",9.298403,2.741961,"MI",0
1958,"MI",9.137817,3.250036,"MI",0
1959,"MI",9.241902,2.934523,"MI",0
1960,"MI",9.319019,2.639513,"MI",0
1961,"MI",9.467292,1.82929,"MI",0
1962,"MI",9.600202,1.447754,"MI",0
1963,"MI",9.796598,.6613827,"MI",0
1964,"MI",9.805573,.9447765,"MI",0
1965,"MI",9.734694,1.649747,"MI",0
1966,"MI",9.654604,2.25872,"MI",0
1967,"MI",9.616738,2.450275,"MI",0
1968,"MI",9.606789,2.766247,"MI",0
1969,"MI",9.594764,2.843103,"MI",0
1970,"MI",9.702025,2.089782,"MI",0
1971,"MI",9.72596,2.104506,"MI",0
1972,"MI",9.75314,2.305527,"MI",0
1973,"MI",9.84936,2.077208,"MI",0
1974,"MI",9.783242,2.210293,"MI",0
1975,"MI",9.862451,1.688428,"MI",0
1976,"MI",9.864659,1.983747,"MI",0
1977,"MI",9.846795,2.329645,"MI",0
1978,"MI",9.787825,2.766476,"MI",0
1979,"MI",9.828807,2.474031,"MI",0
1980,"MI",9.846922,2.082801,"MI",0
1981,"MI",9.83315,2.027922,"MI",0
1982,"MI",9.889752,1.644063,"MI",0
1983,"MI",9.928875,1.610303,"MI",0
1984,"MI",9.994528,1.575346,"MI",0
1985,"MI",10.06464,1.437774,"MI",0
1986,"MI",10.10635,1.413598,"MI",0
1987,"MI",10.10679,1.373339,"MI",0
1988,"MI",10.16004,1.187477,"MI",0
1989,"MI",10.16338,1.272569,"MI",0
1990,"MI",10.11998,1.40223,"MI",0
1991,"MI",10.14686,1.170216,"MI",0
1992,"MI",10.21425,.9519958,"MI",0
1993,"MI",10.2648,.762248,"MI",0
1994,"MI",10.2253,1.187925,"MI",0
1995,"MI",10.20014,1.355443,"MI",0
1996,"MI",10.26141,1.081944,"MI",0
1997,"MI",10.31272,.9276438,"MI",0
1998,"MI",10.34112,1.005812,"MI",0
1999,"MI",10.32361,1.158676,"MI",0
2000,"MI",10.26348,1.563382,"MI",0
2001,"MI",10.23873,1.651773,"MI",0
2002,"MI",10.21856,1.713729,"MI",0
2003,"MI",10.25094,1.607723,"MI",0
2004,"MI",10.3096,1.29323,"MI",0
2005,"MI",10.3522,1.033845,"MI",0
2006,"MI",10.38907,.7994986,"MI",0
2007,"MI",10.38146,.890255,"MI",0
2008,"MI",10.39753,.7241678,"MI",0
2009,"MI",10.4179,.3638601,"MI",0
2010,"MI",10.40043,.4941368,"MI",0
2011,"MI",10.40043,.4941368,"MI",0
2012,"MI",10.40043,.148325,"MI",0
1940,"MN",8.792796,1.278849,"MN",0
1941,"MN",,,"MN",0
1942,"MN",,,"MN",0
1943,"MN",,,"MN",0
1944,"MN",,,"MN",0
1945,"MN",,,"MN",0
1946,"MN",,,"MN",0
1947,"MN",,,"MN",0
1948,"MN",,,"MN",0
1949,"MN",8.97997,2.350721,"MN",0
1950,"MN",8.920546,2.981935,"MN",0
1951,"MN",8.833367,3.524032,"MN",0
1952,"MN",8.702018,4.24962,"MN",0
1953,"MN",8.59965,4.956694,"MN",0
1954,"MN",8.716346,4.380178,"MN",0
1955,"MN",8.917647,3.577085,"MN",0
1956,"MN",8.955983,3.445921,"MN",0
1957,"MN",9.049387,3.058953,"MN",0
1958,"MN",8.981734,3.475275,"MN",0
1959,"MN",9.043534,3.239012,"MN",0
1960,"MN",9.048566,3.34837,"MN",0
1961,"MN",9.162536,2.913494,"MN",0
1962,"MN",9.316936,2.295332,"MN",0
1963,"MN",9.432104,1.924844,"MN",0
1964,"MN",9.475766,1.798887,"MN",0
1965,"MN",9.550729,1.79749,"MN",0
1966,"MN",9.537621,2.093568,"MN",0
1967,"MN",9.466485,2.602124,"MN",0
1968,"MN",9.52224,2.538819,"MN",0
1969,"MN",9.450114,3.096571,"MN",0
1970,"MN",9.516932,2.835612,"MN",0
1971,"MN",9.538174,2.779422,"MN",0
1972,"MN",9.551942,2.95311,"MN",0
1973,"MN",9.590989,3.249192,"MN",0
1974,"MN",9.592381,3.077579,"MN",0
1975,"MN",9.633064,2.775207,"MN",0
1976,"MN",9.645167,2.816081,"MN",0
1977,"MN",9.661178,2.9914,"MN",0
1978,"MN",9.676789,3.100939,"MN",0
1979,"MN",9.691337,2.994013,"MN",0
1980,"MN",9.71824,2.696095,"MN",0
1981,"MN",9.745234,2.549257,"MN",0
1982,"MN",9.776002,2.422013,"MN",0
1983,"MN",9.817073,2.315722,"MN",0
1984,"MN",9.835544,2.608066,"MN",0
1985,"MN",9.910227,2.323575,"MN",0
1986,"MN",9.956334,2.256274,"MN",0
1987,"MN",9.98691,2.209268,"MN",0
1988,"MN",10.03,1.97125,"MN",0
1989,"MN",10.06943,1.924872,"MN",0
1990,"MN",10.08405,1.83989,"MN",0
1991,"MN",10.09406,1.688862,"MN",0
1992,"MN",10.14256,1.582313,"MN",0
1993,"MN",10.24083,1.01222,"MN",0
1994,"MN",10.2079,1.36487,"MN",0
1995,"MN",10.18811,1.566124,"MN",0
1996,"MN",10.20838,1.664767,"MN",0
1997,"MN",10.25946,1.526947,"MN",0
1998,"MN",10.29698,1.64875,"MN",0
1999,"MN",10.29014,1.789098,"MN",0
2000,"MN",10.25746,2.109866,"MN",0
2001,"MN",10.25509,2.095051,"MN",0
2002,"MN",10.2604,2.097178,"MN",0
2003,"MN",10.28022,2.055831,"MN",0
2004,"MN",10.35716,1.820011,"MN",0
2005,"MN",10.37494,1.70157,"MN",0
2006,"MN",10.40759,1.597085,"MN",0
2007,"MN",10.42876,1.606293,"MN",0
2008,"MN",10.42425,1.633196,"MN",0
2009,"MN",10.4544,1.216373,"MN",0
2010,"MN",10.45203,1.291914,"MN",0
2011,"MN",10.45203,1.291914,"MN",0
2012,"MN",10.45203,.2972794,"MN",0
1940,"MO",8.809733,1.17034,"MO",1
1941,"MO",,,"MO",1
1942,"MO",,,"MO",1
1943,"MO",,,"MO",1
1944,"MO",,,"MO",1
1945,"MO",,,"MO",1
1946,"MO",,,"MO",1
1947,"MO",,,"MO",1
1948,"MO",,,"MO",1
1949,"MO",9.021101,2.151427,"MO",1
1950,"MO",8.944643,2.843156,"MO",1
1951,"MO",8.902347,3.102641,"MO",1
1952,"MO",8.711207,4.292717,"MO",1
1953,"MO",8.676022,4.658194,"MO",1
1954,"MO",8.741961,4.264083,"MO",1
1955,"MO",8.853966,3.988385,"MO",1
1956,"MO",8.944027,3.701301,"MO",1
1957,"MO",8.992597,3.402843,"MO",1
1958,"MO",8.947782,3.809853,"MO",1
1959,"MO",9.019724,3.615823,"MO",1
1960,"MO",9.043801,3.481512,"MO",1
1961,"MO",9.204502,2.765393,"MO",1
1962,"MO",9.331263,2.334929,"MO",1
1963,"MO",9.452324,1.869135,"MO",1
1964,"MO",9.538919,1.588612,"MO",1
1965,"MO",9.572858,1.729484,"MO",1
1966,"MO",9.541322,2.021756,"MO",1
1967,"MO",9.433947,2.700448,"MO",1
1968,"MO",9.471302,2.783365,"MO",1
1969,"MO",9.451386,2.809782,"MO",1
1970,"MO",9.513274,2.607098,"MO",1
1971,"MO",9.522875,2.675071,"MO",1
1972,"MO",9.569751,2.673926,"MO",1
1973,"MO",9.60766,2.696781,"MO",1
1974,"MO",9.594777,2.57503,"MO",1
1975,"MO",9.651643,2.288704,"MO",1
1976,"MO",9.684287,2.303977,"MO",1
1977,"MO",9.673165,2.551332,"MO",1
1978,"MO",9.709752,2.523451,"MO",1
1979,"MO",9.742888,2.357011,"MO",1
1980,"MO",9.740104,2.113729,"MO",1
1981,"MO",9.757581,2.083302,"MO",1
1982,"MO",9.798248,1.919527,"MO",1
1983,"MO",9.826151,1.926365,"MO",1
1984,"MO",9.856642,2.047534,"MO",1
1985,"MO",9.918755,1.869369,"MO",1
1986,"MO",9.945673,1.86739,"MO",1
1987,"MO",9.974036,1.771741,"MO",1
1988,"MO",10.02798,1.552691,"MO",1
1989,"MO",10.01334,1.695771,"MO",1
1990,"MO",10.03469,1.515508,"MO",1
1991,"MO",10.05789,1.399031,"MO",1
1992,"MO",10.10454,1.284866,"MO",1
1993,"MO",10.14702,1.083879,"MO",1
1994,"MO",10.10978,1.408267,"MO",1
1995,"MO",10.10938,1.45648,"MO",1
1996,"MO",10.14508,1.371379,"MO",1
1997,"MO",10.18343,1.322231,"MO",1
1998,"MO",10.21444,1.355634,"MO",1
1999,"MO",10.21429,1.401925,"MO",1
2000,"MO",10.16285,1.801958,"MO",1
2001,"MO",10.17424,1.737738,"MO",1
2002,"MO",10.18215,1.731887,"MO",1
2003,"MO",10.21142,1.629491,"MO",1
2004,"MO",10.26615,1.454134,"MO",1
2005,"MO",10.29263,1.307497,"MO",1
2006,"MO",10.31915,1.245174,"MO",1
2007,"MO",10.32838,1.313152,"MO",1
2008,"MO",10.33851,1.355543,"MO",1
2009,"MO",10.3525,1.082239,"MO",1
2010,"MO",10.3378,1.124749,"MO",1
2011,"MO",10.3378,1.124749,"MO",1
2012,"MO",10.3378,.213212,"MO",1
1940,"MS",8.080335,.3281927,"MS",0
1941,"MS",,,"MS",0
1942,"MS",,,"MS",0
1943,"MS",,,"MS",0
1944,"MS",,,"MS",0
1945,"MS",,,"MS",0
1946,"MS",,,"MS",0
1947,"MS",,,"MS",0
1948,"MS",,,"MS",0
1949,"MS",8.217454,2.988367,"MS",0
1950,"MS",7.902074,4.952607,"MS",0
1951,"MS",7.842959,5.367961,"MS",0
1952,"MS",7.621359,6.703346,"MS",0
1953,"MS",7.705965,6.416073,"MS",0
1954,"MS",7.954174,5.065322,"MS",0
1955,"MS",7.971992,5.61172,"MS",0
1956,"MS",8.20363,4.408298,"MS",0
1957,"MS",8.15641,4.529238,"MS",0
1958,"MS",8.062985,5.270982,"MS",0
1959,"MS",8.103027,5.413342,"MS",0
1960,"MS",8.145973,5.0741,"MS",0
1961,"MS",8.458611,3.793392,"MS",0
1962,"MS",8.716164,2.587414,"MS",0
1963,"MS",8.855084,2.31205,"MS",0
1964,"MS",9.0022,1.699848,"MS",0
1965,"MS",8.98033,2.129021,"MS",0
1966,"MS",8.87065,2.962213,"MS",0
1967,"MS",8.82227,3.48958,"MS",0
1968,"MS",8.924091,3.245749,"MS",0
1969,"MS",8.815127,4.012227,"MS",0
1970,"MS",8.892595,3.795543,"MS",0
1971,"MS",8.916552,3.87454,"MS",0
1972,"MS",8.962029,4.051065,"MS",0
1973,"MS",8.98918,4.207926,"MS",0
1974,"MS",8.967238,4.223046,"MS",0
1975,"MS",9.094337,3.504281,"MS",0
1976,"MS",9.08529,3.873081,"MS",0
1977,"MS",9.062258,4.161596,"MS",0
1978,"MS",9.117182,4.007869,"MS",0
1979,"MS",9.185696,3.718152,"MS",0
1980,"MS",9.160793,3.590193,"MS",0
1981,"MS",9.217289,3.381271,"MS",0
1982,"MS",9.233646,3.242927,"MS",0
1983,"MS",9.317494,2.867188,"MS",0
1984,"MS",9.34217,2.982306,"MS",0
1985,"MS",9.406135,2.737417,"MS",0
1986,"MS",9.463093,2.518673,"MS",0
1987,"MS",9.520186,2.351913,"MS",0
1988,"MS",9.573241,2.22693,"MS",0
1989,"MS",9.617573,2.15796,"MS",0
1990,"MS",9.651704,1.965375,"MS",0
1991,"MS",9.69146,1.796036,"MS",0
1992,"MS",9.772242,1.561522,"MS",0
1993,"MS",9.830765,1.379066,"MS",0
1994,"MS",9.811848,1.687288,"MS",0
1995,"MS",9.795193,1.828055,"MS",0
1996,"MS",9.859906,1.615286,"MS",0
1997,"MS",9.894577,1.545076,"MS",0
1998,"MS",9.918756,1.621957,"MS",0
1999,"MS",9.929326,1.609874,"MS",0
2000,"MS",9.878832,1.934652,"MS",0
2001,"MS",9.893543,2.004752,"MS",0
2002,"MS",9.882232,2.051754,"MS",0
2003,"MS",9.890932,2.073793,"MS",0
2004,"MS",9.938631,1.974602,"MS",0
2005,"MS",9.953618,2.068095,"MS",0
2006,"MS",9.966827,2.019238,"MS",0
2007,"MS",9.990569,2.085137,"MS",0
2008,"MS",10.01863,1.963511,"MS",0
2009,"MS",10.04916,1.654549,"MS",0
2010,"MS",10.04478,1.717262,"MS",0
2011,"MS",10.04478,1.717262,"MS",0
2012,"MS",10.04478,.3394299,"MS",0
1940,"MT",8.88082,1.238685,"MT",1
1941,"MT",,,"MT",1
1942,"MT",,,"MT",1
1943,"MT",,,"MT",1
1944,"MT",,,"MT",1
1945,"MT",,,"MT",1
1946,"MT",,,"MT",1
1947,"MT",,,"MT",1
1948,"MT",,,"MT",1
1949,"MT",8.974443,2.695932,"MT",1
1950,"MT",8.829927,4.172907,"MT",1
1951,"MT",8.662632,5.066614,"MT",1
1952,"MT",8.620909,5.220361,"MT",1
1953,"MT",8.559875,5.454402,"MT",1
1954,"MT",8.731331,4.453235,"MT",1
1955,"MT",8.973433,3.602681,"MT",1
1956,"MT",8.96628,3.658366,"MT",1
1957,"MT",9.002997,3.450975,"MT",1
1958,"MT",9.025672,3.404975,"MT",1
1959,"MT",9.070286,3.014493,"MT",1
1960,"MT",9.128557,2.766051,"MT",1
1961,"MT",9.303119,1.710105,"MT",1
1962,"MT",9.437094,1.781588,"MT",1
1963,"MT",9.622004,.7116556,"MT",1
1964,"MT",9.632945,.664382,"MT",1
1965,"MT",9.630783,.957408,"MT",1
1966,"MT",9.629908,1.163735,"MT",1
1967,"MT",9.617085,1.211438,"MT",1
1968,"MT",9.64239,1.136789,"MT",1
1969,"MT",9.51363,2.098007,"MT",1
1970,"MT",9.664509,1.542511,"MT",1
1971,"MT",9.675955,1.494517,"MT",1
1972,"MT",9.664981,2.080345,"MT",1
1973,"MT",9.650755,2.545896,"MT",1
1974,"MT",9.621978,2.521095,"MT",1
1975,"MT",9.69397,2.124271,"MT",1
1976,"MT",9.697953,2.146916,"MT",1
1977,"MT",9.693192,2.183919,"MT",1
1978,"MT",9.706667,2.475033,"MT",1
1979,"MT",9.673184,2.444353,"MT",1
1980,"MT",9.681767,2.259645,"MT",1
1981,"MT",9.64514,2.55002,"MT",1
1982,"MT",9.793411,1.721802,"MT",1
1983,"MT",9.764335,1.905503,"MT",1
1984,"MT",9.765821,1.935296,"MT",1
1985,"MT",9.822265,1.539783,"MT",1
1986,"MT",9.862655,1.489692,"MT",1
1987,"MT",9.859373,1.524696,"MT",1
1988,"MT",9.869748,1.420612,"MT",1
1989,"MT",9.933231,1.345944,"MT",1
1990,"MT",9.973011,1.143603,"MT",1
1991,"MT",9.974858,1.214619,"MT",1
1992,"MT",10.08105,.7192469,"MT",1
1993,"MT",10.15993,.4451704,"MT",1
1994,"MT",10.1262,.5440712,"MT",1
1995,"MT",10.11882,.5936241,"MT",1
1996,"MT",10.12734,.5947351,"MT",1
1997,"MT",10.12998,.664506,"MT",1
1998,"MT",10.20167,.5726719,"MT",1
1999,"MT",10.16206,.796237,"MT",1
2000,"MT",10.1337,1.083221,"MT",1
2001,"MT",10.15514,1.210556,"MT",1
2002,"MT",10.13777,1.287899,"MT",1
2003,"MT",10.14544,1.380682,"MT",1
2004,"MT",10.15288,1.532221,"MT",1
2005,"MT",10.13022,1.753263,"MT",1
2006,"MT",10.16059,1.726546,"MT",1
2007,"MT",10.16431,1.863227,"MT",1
2008,"MT",10.15387,1.945305,"MT",1
2009,"MT",10.20242,1.470032,"MT",1
2010,"MT",10.20173,1.541595,"MT",1
2011,"MT",10.20173,1.541595,"MT",1
2012,"MT",10.20173,.3349419,"MT",1
1940,"NC",8.310798,1.27975,"NC",0
1941,"NC",,,"NC",0
1942,"NC",,,"NC",0
1943,"NC",,,"NC",0
1944,"NC",,,"NC",0
1945,"NC",,,"NC",0
1946,"NC",,,"NC",0
1947,"NC",,,"NC",0
1948,"NC",,,"NC",0
1949,"NC",8.383982,3.746767,"NC",0
1950,"NC",8.278443,4.751968,"NC",0
1951,"NC",8.209309,5.233212,"NC",0
1952,"NC",8.027,6.203775,"NC",0
1953,"NC",8.18113,5.569487,"NC",0
1954,"NC",8.34722,4.785752,"NC",0
1955,"NC",8.404276,4.800797,"NC",0
1956,"NC",8.483157,4.580293,"NC",0
1957,"NC",8.536819,4.101653,"NC",0
1958,"NC",8.459441,4.618616,"NC",0
1959,"NC",8.543216,4.407945,"NC",0
1960,"NC",8.566748,4.359689,"NC",0
1961,"NC",8.78413,3.401999,"NC",0
1962,"NC",8.985824,2.653785,"NC",0
1963,"NC",9.121098,2.128391,"NC",0
1964,"NC",9.201858,2.00161,"NC",0
1965,"NC",9.251099,1.991181,"NC",0
1966,"NC",9.219809,2.495289,"NC",0
1967,"NC",9.122516,3.167758,"NC",0
1968,"NC",9.153782,3.240919,"NC",0
1969,"NC",9.133335,3.606815,"NC",0
1970,"NC",9.228837,3.210955,"NC",0
1971,"NC",9.255951,3.197207,"NC",0
1972,"NC",9.267756,3.507299,"NC",0
1973,"NC",9.295028,3.631673,"NC",0
1974,"NC",9.304371,3.480992,"NC",0
1975,"NC",9.364435,3.065524,"NC",0
1976,"NC",9.399216,3.11317,"NC",0
1977,"NC",9.35715,3.40445,"NC",0
1978,"NC",9.383164,3.459263,"NC",0
1979,"NC",9.424805,3.178234,"NC",0
1980,"NC",9.438685,2.978077,"NC",0
1981,"NC",9.46453,2.912116,"NC",0
1982,"NC",9.516581,2.654614,"NC",0
1983,"NC",9.546776,2.736254,"NC",0
1984,"NC",9.60218,2.819395,"NC",0
1985,"NC",9.649335,2.745376,"NC",0
1986,"NC",9.718866,2.614293,"NC",0
1987,"NC",9.756067,2.556067,"NC",0
1988,"NC",9.801966,2.495799,"NC",0
1989,"NC",9.854698,2.346935,"NC",0
1990,"NC",9.871028,2.222257,"NC",0
1991,"NC",9.895392,2.036715,"NC",0
1992,"NC",9.969215,1.84607,"NC",0
1993,"NC",10.02136,1.649923,"NC",0
1994,"NC",10.00057,1.857147,"NC",0
1995,"NC",9.97754,2.065763,"NC",0
1996,"NC",10.02185,1.946607,"NC",0
1997,"NC",10.03804,2.016187,"NC",0
1998,"NC",10.07502,2.029495,"NC",0
1999,"NC",10.06045,2.191663,"NC",0
2000,"NC",10.0343,2.448516,"NC",0
2001,"NC",10.04695,2.32542,"NC",0
2002,"NC",10.0475,2.256408,"NC",0
2003,"NC",10.09403,1.999297,"NC",0
2004,"NC",10.16606,1.803985,"NC",0
2005,"NC",10.19841,1.724353,"NC",0
2006,"NC",10.24172,1.537356,"NC",0
2007,"NC",10.26728,1.510653,"NC",0
2008,"NC",10.30113,1.270723,"NC",0
2009,"NC",10.32409,.9207201,"NC",0
2010,"NC",10.31548,.9599447,"NC",0
2011,"NC",10.31548,.9599447,"NC",0
2012,"NC",10.31548,.2045412,"NC",0
1940,"ND",8.562901,.4330921,"ND",0
1941,"ND",,,"ND",0
1942,"ND",,,"ND",0
1943,"ND",,,"ND",0
1944,"ND",,,"ND",0
1945,"ND",,,"ND",0
1946,"ND",,,"ND",0
1947,"ND",,,"ND",0
1948,"ND",,,"ND",0
1949,"ND",8.522074,4.263902,"ND",0
1950,"ND",8.342972,5.7095,"ND",0
1951,"ND",7.972888,7.493298,"ND",0
1952,"ND",7.987845,6.852763,"ND",0
1953,"ND",7.872237,7.46105,"ND",0
1954,"ND",8.045261,6.66626,"ND",0
1955,"ND",8.408963,5.334778,"ND",0
1956,"ND",8.263627,6.210904,"ND",0
1957,"ND",8.54007,4.800181,"ND",0
1958,"ND",8.422113,6.016755,"ND",0
1959,"ND",8.551174,4.828091,"ND",0
1960,"ND",8.64952,4.659934,"ND",0
1961,"ND",8.995637,2.342815,"ND",0
1962,"ND",9.125126,3.391719,"ND",0
1963,"ND",9.439395,1.310935,"ND",0
1964,"ND",9.486311,.9349108,"ND",0
1965,"ND",9.47707,1.663613,"ND",0
1966,"ND",9.438864,1.784625,"ND",0
1967,"ND",9.611433,.9404564,"ND",0
1968,"ND",9.535205,1.360416,"ND",0
1969,"ND",9.374854,2.486148,"ND",0
1970,"ND",9.484872,1.907024,"ND",0
1971,"ND",9.471547,2.417088,"ND",0
1972,"ND",9.358397,3.684597,"ND",0
1973,"ND",9.364447,5.059118,"ND",0
1974,"ND",9.378513,4.407659,"ND",0
1975,"ND",9.475919,3.686519,"ND",0
1976,"ND",9.505808,3.111072,"ND",0
1977,"ND",9.500106,2.995119,"ND",0
1978,"ND",9.625464,3.160753,"ND",0
1979,"ND",9.516792,3.285766,"ND",0
1980,"ND",9.581507,2.084093,"ND",0
1981,"ND",9.4642,3.509789,"ND",0
1982,"ND",9.80347,1.847692,"ND",0
1983,"ND",9.701582,2.380962,"ND",0
1984,"ND",9.673293,2.670541,"ND",0
1985,"ND",9.809793,1.996908,"ND",0
1986,"ND",9.795789,2.090297,"ND",0
1987,"ND",9.799524,2.104311,"ND",0
1988,"ND",9.807288,1.50599,"ND",0
1989,"ND",9.872084,1.58329,"ND",0
1990,"ND",9.866277,1.843929,"ND",0
1991,"ND",9.954965,1.28849,"ND",0
1992,"ND",10.09532,.8741617,"ND",0
1993,"ND",10.37627,-.6621075,"ND",0
1994,"ND",10.26005,.1889515,"ND",0
1995,"ND",10.21322,.2435255,"ND",0
1996,"ND",10.12802,1.089587,"ND",0
1997,"ND",10.09913,1.019554,"ND",0
1998,"ND",10.25762,.6779194,"ND",0
1999,"ND",10.17395,1.05669,"ND",0
2000,"ND",9.998325,2.19543,"ND",0
2001,"ND",10.16616,1.404309,"ND",0
2002,"ND",10.17301,1.400938,"ND",0
